Flight Number;Orig;Dest;A/C;Weekday_Z;STD-HH:MM;STA-HH:MM;DD_Z;Net Payload;Net Volume;key
ES129;DMM;DXB;76V;Tue;15:25;17:00;;47650;442;DMM/DXB/2024-09-10 15:25:00
ES129;DMM;DXB;76V;Wed;15:25;17:00;;47650;442;DMM/DXB/2024-09-11 15:25:00
ES129;DMM;DXB;76V;Fri;15:25;17:00;;47650;442;DMM/DXB/2024-09-13 15:25:00
ES129;DMM;DXB;76V;Sat;15:25;17:00;;47650;442;DMM/DXB/2024-09-14 15:25:00
ES129;DMM;DXB;76V;Sun;15:25;17:00;;47650;442;DMM/DXB/2024-09-15 15:25:00
ES280;DOH;BAH;76V;Fri;00:30;01:30;;47650;442;DOH/BAH/2024-09-13 00:30:00
ES280;DOH;BAH;76V;Sat;00:30;01:30;;47650;442;DOH/BAH/2024-09-14 00:30:00
QY927;DSS;CMN;ABY;Sun;04:30;07:50;;46000;386;DSS/CMN/2024-09-15 04:30:00
QY526;DWC;HKG;33X;Mon;10:35;18:40;;51200;427;DWC/HKG/2024-09-09 10:35:00
ES276;DWC;BAH;76V;Mon;00:25;01:50;;47650;442;DWC/BAH/2024-09-09 00:25:00
3S629;DWC;FRA;77X;Mon;09:40;16:30;;77350;645;DWC/FRA/2024-09-09 09:40:00
3S633;DWC;FRA;77X;Mon;04:05;10:55;;77350;645;DWC/FRA/2024-09-09 04:05:00
QY532;DWC;HKG;33X;Tue;11:40;19:45;;51200;427;DWC/HKG/2024-09-10 11:40:00
3V401;DWC;HKG;74Y;Tue;18:00;01:15;1.0;87050;725;DWC/HKG/2024-09-10 18:00:00
QY534;DWC;HKG;33X;Wed;11:40;19:45;;51200;427;DWC/HKG/2024-09-11 11:40:00
3V516;DWC;HKG;74Y;Wed;13:40;20:50;;87050;725;DWC/HKG/2024-09-11 13:40:00
QY532;DWC;HKG;33X;Thu;11:40;19:45;;51200;427;DWC/HKG/2024-09-12 11:40:00
3V401;DWC;HKG;74Y;Thu;18:00;01:15;1.0;87050;725;DWC/HKG/2024-09-12 18:00:00
ES276;DWC;BAH;76V;Thu;03:20;04:45;;47650;442;DWC/BAH/2024-09-12 03:20:00
QY534;DWC;HKG;33X;Fri;11:40;19:45;;51200;427;DWC/HKG/2024-09-13 11:40:00
3V516;DWC;HKG;74Y;Fri;10:55;18:05;;87050;725;DWC/HKG/2024-09-13 10:55:00
QY532;DWC;HKG;33X;Sat;11:40;19:45;;51200;427;DWC/HKG/2024-09-14 11:40:00
3V401;DWC;HKG;74Y;Sat;18:00;01:15;1.0;87050;725;DWC/HKG/2024-09-14 18:00:00
3S631;DWC;FRA;77X;Sat;22:10;05:00;1.0;77350;645;DWC/FRA/2024-09-14 22:10:00
3V516;DWC;HKG;74Y;Sun;03:15;10:25;;87050;725;DWC/HKG/2024-09-15 03:15:00
ES262;DXB;BAH;76V;Mon;19:00;20:25;;47650;442;DXB/BAH/2024-09-09 19:00:00
3S586;DXB;BKK;77X;Mon;04:05;10:05;;77350;645;DXB/BKK/2024-09-09 04:05:00
QY513;DXB;LEJ;33X;Tue;07:55;15:45;;51200;427;DXB/LEJ/2024-09-10 07:55:00
ES262;DXB;BAH;76V;Tue;19:00;20:25;;47650;442;DXB/BAH/2024-09-10 19:00:00
ES547;DXB;LHE;76V;Tue;01:10;04:15;;47650;442;DXB/LHE/2024-09-10 01:10:00
3S514;DXB;HKG;77X;Tue;12:30;19:30;;77350;645;DXB/HKG/2024-09-10 12:30:00
QY515;DXB;LEJ;33X;Wed;07:55;15:45;;51200;427;DXB/LEJ/2024-09-11 07:55:00
ES262;DXB;BAH;76V;Wed;19:00;20:25;;47650;442;DXB/BAH/2024-09-11 19:00:00
ES547;DXB;LHE;76V;Wed;01:10;04:15;;47650;442;DXB/LHE/2024-09-11 01:10:00
3S514;DXB;HKG;77X;Wed;12:30;19:30;;77350;645;DXB/HKG/2024-09-11 12:30:00
QY513;DXB;LEJ;33X;Thu;07:55;15:45;;51200;427;DXB/LEJ/2024-09-12 07:55:00
ES262;DXB;BAH;76V;Thu;19:00;20:25;;47650;442;DXB/BAH/2024-09-12 19:00:00
ES547;DXB;LHE;76V;Thu;01:10;04:15;;47650;442;DXB/LHE/2024-09-12 01:10:00
3S514;DXB;HKG;77X;Thu;12:30;19:30;;77350;645;DXB/HKG/2024-09-12 12:30:00
QY515;DXB;LEJ;33X;Fri;07:55;15:45;;51200;427;DXB/LEJ/2024-09-13 07:55:00
ES262;DXB;BAH;76V;Fri;19:00;20:25;;47650;442;DXB/BAH/2024-09-13 19:00:00
ES547;DXB;LHE;76V;Fri;01:10;04:15;;47650;442;DXB/LHE/2024-09-13 01:10:00
3S514;DXB;HKG;77X;Fri;16:00;23:00;;77350;645;DXB/HKG/2024-09-13 16:00:00
QY513;DXB;LEJ;33X;Sat;07:55;15:45;;51200;427;DXB/LEJ/2024-09-14 07:55:00
ES262;DXB;BAH;76V;Sat;19:00;20:25;;47650;442;DXB/BAH/2024-09-14 19:00:00
ES547;DXB;LHE;76V;Sat;01:10;04:15;;47650;442;DXB/LHE/2024-09-14 01:10:00
3S514;DXB;HKG;77X;Sat;12:30;19:30;;77350;645;DXB/HKG/2024-09-14 12:30:00
QY515;DXB;LEJ;33X;Sun;07:55;15:45;;51200;427;DXB/LEJ/2024-09-15 07:55:00
ES262;DXB;BAH;76V;Sun;19:00;20:25;;47650;442;DXB/BAH/2024-09-15 19:00:00
ES264;DXB;BAH;76V;Sun;01:10;02:35;;47650;442;DXB/BAH/2024-09-15 01:10:00
ES317;EBL;BAH;76V;Sun;11:45;14:00;;47650;442;EBL/BAH/2024-09-15 11:45:00
D072;EMA;BRU;76V;Mon;23:35;00:45;1.0;47650;442;EMA/BRU/2024-09-09 23:35:00
D044;EMA;BAH;76V;Mon;20:10;03:05;1.0;47650;442;EMA/BAH/2024-09-09 20:10:00
D0451;EMA;BRU;76V;Mon;23:00;00:10;1.0;47650;442;EMA/BRU/2024-09-09 23:00:00
D02506;EMA;BFS;76V;Mon;03:00;04:00;;47650;442;EMA/BFS/2024-09-09 03:00:00
D078;EMA;BAH;76V;Mon;01:55;08:50;;47650;442;EMA/BAH/2024-09-09 01:55:00
W8372;EMA;CVG;76Y;Mon;21:40;06:50;1.0;47650;442;EMA/CVG/2024-09-09 21:40:00
D0522;EMA;BRU;77X;Mon;04:35;05:45;;77350;645;EMA/BRU/2024-09-09 04:35:00
D0524;EMA;MXP;77X;Mon;23:00;01:00;1.0;77350;645;EMA/MXP/2024-09-09 23:00:00
D074;EMA;BRU;76V;Tue;23:00;00:10;1.0;47650;442;EMA/BRU/2024-09-10 23:00:00
D0366;EMA;JFK;76V;Tue;01:50;09:40;;47650;442;EMA/JFK/2024-09-10 01:50:00
D02506;EMA;BFS;76V;Tue;04:55;05:55;;47650;442;EMA/BFS/2024-09-10 04:55:00
D02;EMA;CVG;76V;Tue;21:40;06:50;1.0;47650;442;EMA/CVG/2024-09-10 21:40:00
D042;EMA;BAH;76V;Tue;20:10;03:05;1.0;47650;442;EMA/BAH/2024-09-10 20:10:00
D0793;EMA;BAH;76V;Tue;04:20;11:15;;47650;442;EMA/BAH/2024-09-10 04:20:00
W8346;EMA;CVG;76Y;Tue;21:00;06:10;1.0;47650;442;EMA/CVG/2024-09-10 21:00:00
W8372;EMA;CVG;76Y;Tue;19:30;04:40;1.0;47650;442;EMA/CVG/2024-09-10 19:30:00
3S111;EMA;LEJ;77X;Tue;01:15;03:00;;77350;645;EMA/LEJ/2024-09-10 01:15:00
3S593;EMA;BRU;77X;Tue;18:20;19:35;;77350;645;EMA/BRU/2024-09-10 18:20:00
D054;EMA;BRU;77X;Tue;02:05;03:15;;77350;645;EMA/BRU/2024-09-10 02:05:00
D0526;EMA;MXP;77X;Tue;23:00;01:00;1.0;77350;645;EMA/MXP/2024-09-10 23:00:00
D072;EMA;BRU;76V;Wed;23:00;00:10;1.0;47650;442;EMA/BRU/2024-09-11 23:00:00
D0368;EMA;JFK;76V;Wed;01:50;09:40;;47650;442;EMA/JFK/2024-09-11 01:50:00
D02506;EMA;BFS;76V;Wed;04:55;05:55;;47650;442;EMA/BFS/2024-09-11 04:55:00
D04;EMA;CVG;76V;Wed;21:40;06:50;1.0;47650;442;EMA/CVG/2024-09-11 21:40:00
D044;EMA;BAH;76V;Wed;20:10;03:05;1.0;47650;442;EMA/BAH/2024-09-11 20:10:00
D0795;EMA;BAH;76V;Wed;04:20;11:15;;47650;442;EMA/BAH/2024-09-11 04:20:00
W8346;EMA;CVG;76Y;Wed;21:00;06:10;1.0;47650;442;EMA/CVG/2024-09-11 21:00:00
W8372;EMA;CVG;76Y;Wed;19:30;04:40;1.0;47650;442;EMA/CVG/2024-09-11 19:30:00
3S593;EMA;BRU;77X;Wed;18:20;19:35;;77350;645;EMA/BRU/2024-09-11 18:20:00
D052;EMA;BRU;77X;Wed;02:05;03:15;;77350;645;EMA/BRU/2024-09-11 02:05:00
D0520;EMA;LEJ;77X;Wed;01:15;03:00;;77350;645;EMA/LEJ/2024-09-11 01:15:00
D0524;EMA;MXP;77X;Wed;23:00;01:00;1.0;77350;645;EMA/MXP/2024-09-11 23:00:00
D074;EMA;BRU;76V;Thu;23:00;00:10;1.0;47650;442;EMA/BRU/2024-09-12 23:00:00
D0366;EMA;JFK;76V;Thu;01:50;09:40;;47650;442;EMA/JFK/2024-09-12 01:50:00
D02506;EMA;BFS;76V;Thu;04:55;05:55;;47650;442;EMA/BFS/2024-09-12 04:55:00
D02;EMA;CVG;76V;Thu;21:40;06:50;1.0;47650;442;EMA/CVG/2024-09-12 21:40:00
D042;EMA;BAH;76V;Thu;20:10;03:05;1.0;47650;442;EMA/BAH/2024-09-12 20:10:00
D0793;EMA;BAH;76V;Thu;04:20;11:15;;47650;442;EMA/BAH/2024-09-12 04:20:00
W8346;EMA;CVG;76Y;Thu;21:00;06:10;1.0;47650;442;EMA/CVG/2024-09-12 21:00:00
W8372;EMA;CVG;76Y;Thu;19:30;04:40;1.0;47650;442;EMA/CVG/2024-09-12 19:30:00
3S193;EMA;LEJ;77X;Thu;01:15;03:00;;77350;645;EMA/LEJ/2024-09-12 01:15:00
3S593;EMA;BRU;77X;Thu;18:20;19:35;;77350;645;EMA/BRU/2024-09-12 18:20:00
D054;EMA;BRU;77X;Thu;02:05;03:15;;77350;645;EMA/BRU/2024-09-12 02:05:00
D0526;EMA;MXP;77X;Thu;23:00;01:00;1.0;77350;645;EMA/MXP/2024-09-12 23:00:00
QY105;EMA;LEJ;ABY;Thu;22:45;00:30;1.0;46000;386;EMA/LEJ/2024-09-12 22:45:00
D0368;EMA;JFK;76V;Fri;01:50;09:40;;47650;442;EMA/JFK/2024-09-13 01:50:00
D02506;EMA;BFS;76V;Fri;04:55;05:55;;47650;442;EMA/BFS/2024-09-13 04:55:00
D0791;EMA;BRU;76V;Fri;23:15;00:25;1.0;47650;442;EMA/BRU/2024-09-13 23:15:00
D0795;EMA;BAH;76V;Fri;04:20;11:15;;47650;442;EMA/BAH/2024-09-13 04:20:00
D04;EMA;CVG;76V;Fri;21:40;06:50;1.0;47650;442;EMA/CVG/2024-09-13 21:40:00
D044;EMA;BAH;76V;Fri;20:10;03:05;1.0;47650;442;EMA/BAH/2024-09-13 20:10:00
D0376;EMA;LEJ;76V;Fri;23:10;00:55;1.0;47650;442;EMA/LEJ/2024-09-13 23:10:00
W8372;EMA;CVG;76Y;Fri;21:00;06:10;1.0;47650;442;EMA/CVG/2024-09-13 21:00:00
3S193;EMA;LEJ;77X;Fri;01:15;03:00;;77350;645;EMA/LEJ/2024-09-13 01:15:00
3S593;EMA;LEJ;77X;Fri;18:20;20:05;;77350;645;EMA/LEJ/2024-09-13 18:20:00
D052;EMA;BRU;77X;Fri;02:05;03:15;;77350;645;EMA/BRU/2024-09-13 02:05:00
D0522;EMA;HKG;77X;Fri;08:15;19:55;;77350;645;EMA/HKG/2024-09-13 08:15:00
D0524;EMA;MXP;77X;Fri;23:45;01:45;1.0;77350;645;EMA/MXP/2024-09-13 23:45:00
QY103;EMA;LEJ;ABY;Fri;22:10;23:55;;46000;386;EMA/LEJ/2024-09-13 22:10:00
QY1443;EMA;AMS;ABY;Fri;19:15;20:40;;46000;386;EMA/AMS/2024-09-13 19:15:00
D02506;EMA;BFS;76V;Sat;05:10;06:10;;47650;442;EMA/BFS/2024-09-14 05:10:00
D078;EMA;BAH;76V;Sat;01:55;08:50;;47650;442;EMA/BAH/2024-09-14 01:55:00
D0362;EMA;LEJ;76V;Sat;20:30;22:15;;47650;442;EMA/LEJ/2024-09-14 20:30:00
W8346;EMA;CVG;76Y;Sat;10:00;19:10;;47650;442;EMA/CVG/2024-09-14 10:00:00
W8372;EMA;CVG;76Y;Sat;19:30;04:40;1.0;47650;442;EMA/CVG/2024-09-14 19:30:00
3S195;EMA;LEJ;77X;Sat;01:15;03:00;;77350;645;EMA/LEJ/2024-09-14 01:15:00
D054;EMA;BRU;77X;Sat;02:05;03:15;;77350;645;EMA/BRU/2024-09-14 02:05:00
QY462;EMA;MXP;ABY;Sat;03:05;04:55;;46000;386;EMA/MXP/2024-09-14 03:05:00
QY6717;EMA;FRA;ABY;Sat;16:25;18:00;;46000;386;EMA/FRA/2024-09-14 16:25:00
D0940;EMA;BRU;76V;Sun;09:00;10:10;;47650;442;EMA/BRU/2024-09-15 09:00:00
D0314;EMA;LEJ;76V;Sun;08:10;09:55;;47650;442;EMA/LEJ/2024-09-15 08:10:00
D042;EMA;BAH;76V;Sun;21:05;04:00;1.0;47650;442;EMA/BAH/2024-09-15 21:05:00
D076;EMA;BAH;76V;Sun;01:55;08:50;;47650;442;EMA/BAH/2024-09-15 01:55:00
D0370;EMA;CVG;76V;Sun;04:30;13:40;;47650;442;EMA/CVG/2024-09-15 04:30:00
W8346;EMA;YHM;76Y;Sun;11:10;19:20;;47650;442;EMA/YHM/2024-09-15 11:10:00
D052;EMA;BRU;77X;Sun;04:20;05:30;;77350;645;EMA/BRU/2024-09-15 04:20:00
D0514;EMA;HKG;77X;Sun;19:30;07:10;1.0;77350;645;EMA/HKG/2024-09-15 19:30:00
D02;EMA;CVG;77X;Sun;03:25;12:15;;77350;645;EMA/CVG/2024-09-15 03:25:00
D08;EMA;LEJ;77X;Sun;23:10;00:55;1.0;77350;645;EMA/LEJ/2024-09-15 23:10:00
QY107;EMA;LEJ;ABY;Sun;22:30;00:15;1.0;46000;386;EMA/LEJ/2024-09-15 22:30:00
QY105;EMA;LEJ;ABY;Sun;21:30;23:15;;46000;386;EMA/LEJ/2024-09-15 21:30:00
QY6717;EMA;FRA;ABY;Sun;05:55;07:25;;46000;386;EMA/FRA/2024-09-15 05:55:00
3S620;FRA;SGN;77X;Mon;21:15;08:45;1.0;77350;645;FRA/SGN/2024-09-09 21:15:00
3S108;FRA;EMA;77X;Mon;20:35;22:25;;77350;645;FRA/EMA/2024-09-09 20:35:00
3S458;FRA;ATL;77X;Mon;13:55;23:55;;77350;645;FRA/ATL/2024-09-09 13:55:00
3S171;FRA;LEJ;77X;Mon;13:25;14:35;;77350;645;FRA/LEJ/2024-09-09 13:25:00
3S448;FRA;BRU;77X;Mon;11:50;13:00;;77350;645;FRA/BRU/2024-09-09 11:50:00
3S915;FRA;LEJ;77X;Mon;20:20;21:30;;77350;645;FRA/LEJ/2024-09-09 20:20:00
3S114;FRA;BRU;77X;Mon;19:20;20:30;;77350;645;FRA/BRU/2024-09-09 19:20:00
3S996;FRA;LEJ;77X;Mon;11:30;12:40;;77350;645;FRA/LEJ/2024-09-09 11:30:00
QY187;FRA;LEJ;ABY;Mon;21:30;22:35;;46000;386;FRA/LEJ/2024-09-09 21:30:00
3S464;FRA;YYZ;77X;Tue;13:30;22:10;;77350;645;FRA/YYZ/2024-09-10 13:30:00
3S634;FRA;ICN;77X;Tue;06:20;17:50;;77350;645;FRA/ICN/2024-09-10 06:20:00
3S622;FRA;BOM;77X;Tue;13:15;21:20;;77350;645;FRA/BOM/2024-09-10 13:15:00
QY187;FRA;LEJ;ABY;Tue;21:30;22:35;;46000;386;FRA/LEJ/2024-09-10 21:30:00
3S442;FRA;YYZ;77X;Wed;18:30;03:10;1.0;77350;645;FRA/YYZ/2024-09-11 18:30:00
3S450;FRA;JFK;77X;Wed;18:10;02:55;1.0;77350;645;FRA/JFK/2024-09-11 18:10:00
3S456;FRA;ATL;77X;Wed;14:30;00:30;1.0;77350;645;FRA/ATL/2024-09-11 14:30:00
3S474;FRA;LAX;77X;Wed;09:20;21:35;;77350;645;FRA/LAX/2024-09-11 09:20:00
QY187;FRA;LEJ;ABY;Wed;21:30;22:35;;46000;386;FRA/LEJ/2024-09-11 21:30:00
QY6360;FRA;MAD;ABY;Wed;16:25;19:05;;46000;386;FRA/MAD/2024-09-11 16:25:00
QY6718;FRA;LTN;ABY;Wed;07:40;09:15;;46000;386;FRA/LTN/2024-09-11 07:40:00
3S620;FRA;SGN;77X;Thu;20:25;07:55;1.0;77350;645;FRA/SGN/2024-09-12 20:25:00
3S448;FRA;BRU;77X;Thu;17:30;18:40;;77350;645;FRA/BRU/2024-09-12 17:30:00
3S450;FRA;JFK;77X;Thu;18:10;02:55;1.0;77350;645;FRA/JFK/2024-09-12 18:10:00
3S626;FRA;BOM;77X;Thu;14:25;22:30;;77350;645;FRA/BOM/2024-09-12 14:25:00
QY187;FRA;LEJ;ABY;Thu;21:30;22:35;;46000;386;FRA/LEJ/2024-09-12 21:30:00
QY6718;FRA;LTN;ABY;Thu;07:40;09:15;;46000;386;FRA/LTN/2024-09-12 07:40:00
3S450;FRA;JFK;77X;Fri;19:10;03:55;1.0;77350;645;FRA/JFK/2024-09-13 19:10:00
3S634;FRA;ICN;77X;Fri;06:35;18:05;;77350;645;FRA/ICN/2024-09-13 06:35:00
3S472;FRA;SEA;77X;Fri;16:05;02:35;1.0;77350;645;FRA/SEA/2024-09-13 16:05:00
3S630;FRA;TAS;77X;Fri;18:40;01:00;1.0;77350;645;FRA/TAS/2024-09-13 18:40:00
3S456;FRA;ATL;77X;Fri;15:35;01:35;1.0;77350;645;FRA/ATL/2024-09-13 15:35:00
3S466;FRA;DFW;77X;Fri;14:35;01:20;1.0;77350;645;FRA/DFW/2024-09-13 14:35:00
QY189;FRA;LEJ;ABY;Fri;21:35;22:40;;46000;386;FRA/LEJ/2024-09-13 21:35:00
QY6360;FRA;MAD;ABY;Fri;16:25;19:05;;46000;386;FRA/MAD/2024-09-13 16:25:00
QY6718;FRA;LTN;ABY;Fri;07:40;09:15;;46000;386;FRA/LTN/2024-09-13 07:40:00
QY362;FRA;JFK;33X;Sat;19:20;04:30;1.0;51200;427;FRA/JFK/2024-09-14 19:20:00
3S446;FRA;ORD;77X;Sat;18:55;04:20;1.0;77350;645;FRA/ORD/2024-09-14 18:55:00
3S618;FRA;SGN;77X;Sat;20:35;08:05;1.0;77350;645;FRA/SGN/2024-09-14 20:35:00
3S444;FRA;ORD;77X;Sat;14:15;23:40;;77350;645;FRA/ORD/2024-09-14 14:15:00
3S478;FRA;LAX;77X;Sat;16:20;04:35;1.0;77350;645;FRA/LAX/2024-09-14 16:20:00
3S622;FRA;BOM;77X;Sat;17:25;01:30;1.0;77350;645;FRA/BOM/2024-09-14 17:25:00
3S458;FRA;ATL;77X;Sat;15:00;01:00;1.0;77350;645;FRA/ATL/2024-09-14 15:00:00
QY6360;FRA;MAD;ABY;Sat;19:40;22:20;;46000;386;FRA/MAD/2024-09-14 19:40:00
QY6718;FRA;LHR;ABY;Sat;19:40;21:25;;46000;386;FRA/LHR/2024-09-14 19:40:00
3S442;FRA;YYZ;77X;Sun;17:55;02:35;1.0;77350;645;FRA/YYZ/2024-09-15 17:55:00
3S468;FRA;DFW;77X;Sun;07:30;18:15;;77350;645;FRA/DFW/2024-09-15 07:30:00
3S504;FRA;TAS;77X;Sun;20:35;02:55;1.0;77350;645;FRA/TAS/2024-09-15 20:35:00
3S450;FRA;JFK;77X;Sun;17:40;02:25;1.0;77350;645;FRA/JFK/2024-09-15 17:40:00
3S456;FRA;ATL;77X;Sun;14:25;00:25;1.0;77350;645;FRA/ATL/2024-09-15 14:25:00
3S624;FRA;BOM;77X;Sun;13:20;21:25;;77350;645;FRA/BOM/2024-09-15 13:20:00
3S628;FRA;BLR;77X;Sun;05:45;14:20;;77350;645;FRA/BLR/2024-09-15 05:45:00
3S632;FRA;HKG;77X;Sun;04:00;15:50;;77350;645;FRA/HKG/2024-09-15 04:00:00
QY6718;FRA;LHR;ABY;Sun;17:55;19:30;;46000;386;FRA/LHR/2024-09-15 17:55:00
W8919;GDL;CVG;76Y;Tue;02:00;05:45;;47650;442;GDL/CVG/2024-09-10 02:00:00
W8919;GDL;CVG;76Y;Wed;02:00;05:45;;47650;442;GDL/CVG/2024-09-11 02:00:00
W8919;GDL;CVG;76Y;Thu;02:00;05:45;;47650;442;GDL/CVG/2024-09-12 02:00:00
W8920;GDL;QRO;76Y;Thu;16:43;17:43;;47650;442;GDL/QRO/2024-09-12 16:43:00
W8919;GDL;CVG;76Y;Fri;02:00;05:45;;47650;442;GDL/CVG/2024-09-13 02:00:00
W8919;GDL;CVG;76Y;Sat;02:00;05:45;;47650;442;GDL/CVG/2024-09-14 02:00:00
W81919;GDL;CVG;76Y;Sat;19:55;23:40;;47650;442;GDL/CVG/2024-09-14 19:55:00
W8991;GDL;CVG;76Y;Sun;14:18;18:03;;47650;442;GDL/CVG/2024-09-15 14:18:00
QY3265;GOT;CPH;ABY;Mon;20:25;21:20;;46000;386;GOT/CPH/2024-09-09 20:25:00
QY3265;GOT;CPH;ABY;Tue;20:25;21:20;;46000;386;GOT/CPH/2024-09-10 20:25:00
QY3265;GOT;CPH;ABY;Wed;20:25;21:20;;46000;386;GOT/CPH/2024-09-11 20:25:00
QY3265;GOT;CPH;ABY;Thu;20:25;21:20;;46000;386;GOT/CPH/2024-09-12 20:25:00
QY3265;GOT;CPH;ABY;Fri;20:25;21:20;;46000;386;GOT/CPH/2024-09-13 20:25:00
W85457;GUA;SAP;76Y;Wed;19:45;21:00;;47650;442;GUA/SAP/2024-09-11 19:45:00
W85457;GUA;SAP;76Y;Fri;19:45;21:00;;47650;442;GUA/SAP/2024-09-13 19:45:00
3S621;HAN;FRA;77X;Tue;15:15;04:15;1.0;77350;645;HAN/FRA/2024-09-10 15:15:00
3S621;HAN;FRA;77X;Fri;15:15;04:15;1.0;77350;645;HAN/FRA/2024-09-13 15:15:00
QY547;HKG;ALA;33X;Mon;22:00;04:45;1.0;51200;427;HKG/ALA/2024-09-09 22:00:00
QY513;HKG;DXB;33X;Mon;21:35;06:15;1.0;51200;427;HKG/DXB/2024-09-09 21:35:00
PO916;HKG;ICN;74N;Mon;13:00;16:30;;102300;853;HKG/ICN/2024-09-09 13:00:00
3V400;HKG;ALA;74Y;Mon;12:40;19:10;;87050;725;HKG/ALA/2024-09-09 12:40:00
K4677;HKG;ANC;74Y;Mon;04:00;13:50;;87050;725;HKG/ANC/2024-09-09 04:00:00
K4617;HKG;ANC;74Y;Mon;01:15;11:05;;87050;725;HKG/ANC/2024-09-09 01:15:00
K4615;HKG;ANC;74Y;Mon;23:00;08:50;1.0;87050;725;HKG/ANC/2024-09-09 23:00:00
K4675;HKG;ANC;74Y;Mon;23:00;08:50;1.0;87050;725;HKG/ANC/2024-09-09 23:00:00
ES724;HKG;BAH;76V;Mon;21:50;07:40;1.0;47650;442;HKG/BAH/2024-09-09 21:50:00
ES778;HKG;BAH;76V;Mon;21:35;07:25;1.0;47650;442;HKG/BAH/2024-09-09 21:35:00
ES732;HKG;BLR;76V;Mon;20:25;02:35;1.0;47650;442;HKG/BLR/2024-09-09 20:25:00
ES696;HKG;BAH;76V;Mon;20:05;05:55;1.0;47650;442;HKG/BAH/2024-09-09 20:05:00
3S520;HKG;CVG;77X;Mon;13:45;04:35;1.0;77350;645;HKG/CVG/2024-09-09 13:45:00
D0533;HKG;BAH;77X;Mon;22:00;07:50;1.0;77350;645;HKG/BAH/2024-09-09 22:00:00
K422;HKG;SYD;77X;Mon;20:25;05:30;1.0;77350;645;HKG/SYD/2024-09-09 20:25:00
3S508;HKG;ANC;77X;Mon;00:50;10:25;;77350;645;HKG/ANC/2024-09-09 00:50:00
3S519;HKG;LEJ;77X;Mon;09:00;21:45;;77350;645;HKG/LEJ/2024-09-09 09:00:00
D01;HKG;NGO;77X;Mon;10:35;14:15;;77350;645;HKG/NGO/2024-09-09 10:35:00
D0525;HKG;CVG;77X;Mon;20:00;10:50;1.0;77350;645;HKG/CVG/2024-09-09 20:00:00
K4285;HKG;LAX;77X;Mon;20:00;09:05;1.0;77350;645;HKG/LAX/2024-09-09 20:00:00
3S593;HKG;DEL;77X;Mon;22:20;04:35;1.0;77350;645;HKG/DEL/2024-09-09 22:20:00
QY549;HKG;ALA;33X;Tue;22:00;04:45;1.0;51200;427;HKG/ALA/2024-09-10 22:00:00
QY515;HKG;DXB;33X;Tue;21:35;06:15;1.0;51200;427;HKG/DXB/2024-09-10 21:35:00
PO916;HKG;ICN;74N;Tue;13:00;16:30;;102300;853;HKG/ICN/2024-09-10 13:00:00
3V517;HKG;ALA;74Y;Tue;03:55;10:25;;87050;725;HKG/ALA/2024-09-10 03:55:00
K4625;HKG;ANC;74Y;Tue;06:00;15:50;;87050;725;HKG/ANC/2024-09-10 06:00:00
K4613;HKG;ANC;74Y;Tue;01:00;10:50;;87050;725;HKG/ANC/2024-09-10 01:00:00
K4677;HKG;ANC;74Y;Tue;23:00;08:50;1.0;87050;725;HKG/ANC/2024-09-10 23:00:00
ES728;HKG;BAH;76V;Tue;21:50;07:40;1.0;47650;442;HKG/BAH/2024-09-10 21:50:00
ES770;HKG;BAH;76V;Tue;21:35;07:25;1.0;47650;442;HKG/BAH/2024-09-10 21:35:00
ES736;HKG;BLR;76V;Tue;20:25;02:35;1.0;47650;442;HKG/BLR/2024-09-10 20:25:00
ES694;HKG;BAH;76V;Tue;20:05;05:55;1.0;47650;442;HKG/BAH/2024-09-10 20:05:00
3S596;HKG;CVG;77X;Tue;13:45;04:35;1.0;77350;645;HKG/CVG/2024-09-10 13:45:00
D03;HKG;NGO;77X;Tue;10:50;14:30;;77350;645;HKG/NGO/2024-09-10 10:50:00
D0523;HKG;CVG;77X;Tue;20:00;10:50;1.0;77350;645;HKG/CVG/2024-09-10 20:00:00
K422;HKG;SYD;77X;Tue;20:25;05:30;1.0;77350;645;HKG/SYD/2024-09-10 20:25:00
K4225;HKG;ANC;74Y;Tue;23:00;08:50;1.0;87050;725;HKG/ANC/2024-09-10 23:00:00
3S504;HKG;CVG;77X;Tue;03:00;17:50;;77350;645;HKG/CVG/2024-09-10 03:00:00
3S511;HKG;LEJ;77X;Tue;23:10;11:55;1.0;77350;645;HKG/LEJ/2024-09-10 23:10:00
3S519;HKG;LEJ;77X;Tue;09:00;21:45;;77350;645;HKG/LEJ/2024-09-10 09:00:00
K4287;HKG;LAX;77X;Tue;20:00;09:05;1.0;77350;645;HKG/LAX/2024-09-10 20:00:00
3S593;HKG;DEL;77X;Tue;22:20;04:35;1.0;77350;645;HKG/DEL/2024-09-10 22:20:00
QY547;HKG;ALA;33X;Wed;22:00;04:45;1.0;51200;427;HKG/ALA/2024-09-11 22:00:00
QY513;HKG;DXB;33X;Wed;21:35;06:15;1.0;51200;427;HKG/DXB/2024-09-11 21:35:00
PO916;HKG;ICN;74N;Wed;13:00;16:30;;102300;853;HKG/ICN/2024-09-11 13:00:00
3V400;HKG;ALA;74Y;Wed;04:15;10:45;;87050;725;HKG/ALA/2024-09-11 04:15:00
3V517;HKG;ALA;74Y;Wed;22:50;05:20;1.0;87050;725;HKG/ALA/2024-09-11 22:50:00
