Flight Number;Orig;Dest;A/C;Weekday_Z;STD-HH:MM;STA-HH:MM;DD_Z;Net Payload;Net Volume;key
QY80;ACC;BRU;ABY;Sat;18:50;01:50;1.0;46000;386;ACC/BRU/2024-09-14 18:50:00
3V400;ALA;LGG;74Y;Mon;20:40;04:30;1.0;87050;725;ALA/LGG/2024-09-09 20:40:00
D075;ALA;LEJ;76V;Mon;04:50;12:50;;47650;442;ALA/LEJ/2024-09-09 04:50:00
QY547;ALA;CGN;33X;Tue;06:15;14:20;;51200;427;ALA/CGN/2024-09-10 06:15:00
3V517;ALA;LEJ;74Y;Tue;11:55;19:55;;87050;725;ALA/LEJ/2024-09-10 11:55:00
D077;ALA;LEJ;76V;Tue;04:50;12:50;;47650;442;ALA/LEJ/2024-09-10 04:50:00
QY549;ALA;CGN;33X;Wed;06:15;14:20;;51200;427;ALA/CGN/2024-09-11 06:15:00
3V400;ALA;LGG;74Y;Wed;12:15;20:05;;87050;725;ALA/LGG/2024-09-11 12:15:00
D071;ALA;LEJ;76V;Wed;04:50;12:50;;47650;442;ALA/LEJ/2024-09-11 04:50:00
QY547;ALA;CGN;33X;Thu;06:15;14:20;;51200;427;ALA/CGN/2024-09-12 06:15:00
3V517;ALA;LEJ;74Y;Thu;06:50;14:50;;87050;725;ALA/LEJ/2024-09-12 06:50:00
D073;ALA;LEJ;76V;Thu;04:50;12:50;;47650;442;ALA/LEJ/2024-09-12 04:50:00
QY549;ALA;CGN;33X;Fri;06:15;14:20;;51200;427;ALA/CGN/2024-09-13 06:15:00
3V400;ALA;LGG;74Y;Fri;12:15;20:05;;87050;725;ALA/LGG/2024-09-13 12:15:00
D071;ALA;LEJ;76V;Fri;04:50;12:50;;47650;442;ALA/LEJ/2024-09-13 04:50:00
QY547;ALA;FRA;33X;Sat;06:15;14:15;;51200;427;ALA/FRA/2024-09-14 06:15:00
3V517;ALA;BRU;74Y;Sat;07:00;14:50;;87050;725;ALA/BRU/2024-09-14 07:00:00
D073;ALA;LEJ;76V;Sat;04:50;12:50;;47650;442;ALA/LEJ/2024-09-14 04:50:00
QY549;ALA;LEJ;33X;Sun;06:15;14:10;;51200;427;ALA/LEJ/2024-09-15 06:15:00
3V400;ALA;LGG;74Y;Sun;12:15;20:05;;87050;725;ALA/LGG/2024-09-15 12:15:00
3V517;ALA;LEJ;74Y;Sun;20:25;05:40;1.0;87050;725;ALA/LEJ/2024-09-15 20:25:00
D077;ALA;LEJ;76V;Sun;04:50;12:50;;47650;442;ALA/LEJ/2024-09-15 04:50:00
ES188;AMM;CAI;76V;Tue;17:20;19:00;;47650;442;AMM/CAI/2024-09-10 17:20:00
ES188;AMM;CAI;76V;Fri;17:20;19:00;;47650;442;AMM/CAI/2024-09-13 17:20:00
QY1491;AMS;LEJ;33X;Mon;20:35;21:55;;51200;427;AMS/LEJ/2024-09-09 20:35:00
QY1239;AMS;LEJ;ABY;Mon;22:10;23:30;;46000;386;AMS/LEJ/2024-09-09 22:10:00
QY1239;AMS;LEJ;ABY;Tue;22:10;23:30;;46000;386;AMS/LEJ/2024-09-10 22:10:00
QY1491;AMS;LEJ;ABY;Tue;20:35;21:55;;46000;386;AMS/LEJ/2024-09-10 20:35:00
QY1239;AMS;LEJ;ABY;Wed;22:10;23:30;;46000;386;AMS/LEJ/2024-09-11 22:10:00
QY6700;AMS;LTN;ABY;Wed;13:00;14:20;;46000;386;AMS/LTN/2024-09-11 13:00:00
QY1491;AMS;LEJ;ABY;Wed;20:35;21:55;;46000;386;AMS/LEJ/2024-09-11 20:35:00
QY1491;AMS;LEJ;76Y;Thu;20:35;21:55;;47650;442;AMS/LEJ/2024-09-12 20:35:00
QY1239;AMS;LEJ;ABY;Thu;22:10;23:30;;46000;386;AMS/LEJ/2024-09-12 22:10:00
QY6725;AMS;MAD;ABY;Thu;16:10;18:50;;46000;386;AMS/MAD/2024-09-12 16:10:00
QY1239;AMS;LEJ;ABY;Fri;22:10;23:30;;46000;386;AMS/LEJ/2024-09-13 22:10:00
QY6731;AMS;LHR;ABY;Sat;15:50;17:00;;46000;386;AMS/LHR/2024-09-14 15:50:00
QY6725;AMS;MAD;ABY;Sat;11:30;14:10;;46000;386;AMS/MAD/2024-09-14 11:30:00
QY1239;AMS;LEJ;ABY;Sun;11:00;12:20;;46000;386;AMS/LEJ/2024-09-15 11:00:00
K4617;ANC;CVG;74Y;Mon;12:35;18:50;;87050;725;ANC/CVG/2024-09-09 12:35:00
K4677;ANC;CVG;74Y;Mon;15:30;21:45;;87050;725;ANC/CVG/2024-09-09 15:30:00
K4816;ANC;CGO;77X;Mon;10:15;20:30;;77350;645;ANC/CGO/2024-09-09 10:15:00
K4674;ANC;HKG;74Y;Mon;09:30;21:00;;87050;725;ANC/HKG/2024-09-09 09:30:00
K4628;ANC;HKG;74Y;Mon;08:45;20:00;;87050;725;ANC/HKG/2024-09-09 08:45:00
3S508;ANC;CVG;77X;Mon;11:45;17:55;;77350;645;ANC/CVG/2024-09-09 11:45:00
3S589;ANC;CVG;77X;Mon;07:40;13:50;;77350;645;ANC/CVG/2024-09-09 07:40:00
K4223;ANC;JFK;74Y;Mon;09:50;16:45;;87050;725;ANC/JFK/2024-09-09 09:50:00
PO956;ANC;NRT;77X;Mon;14:20;22:10;;77350;645;ANC/NRT/2024-09-09 14:20:00
PO998;ANC;CVG;77X;Mon;23:00;05:15;1.0;77350;645;ANC/CVG/2024-09-09 23:00:00
K4613;ANC;JFK;74Y;Tue;12:10;19:05;;87050;725;ANC/JFK/2024-09-10 12:10:00
K4625;ANC;MIA;74Y;Tue;19:10;03:00;1.0;87050;725;ANC/MIA/2024-09-10 19:10:00
K4626;ANC;HKG;74Y;Tue;14:25;01:40;1.0;87050;725;ANC/HKG/2024-09-10 14:25:00
K4695;ANC;YHM;74Y;Tue;10:20;16:35;;87050;725;ANC/YHM/2024-09-10 10:20:00
K4675;ANC;ATL;74Y;Tue;10:15;17:05;;87050;725;ANC/ATL/2024-09-10 10:15:00
K4815;ANC;DFW;77X;Tue;10:10;16:10;;77350;645;ANC/DFW/2024-09-10 10:10:00
K4676;ANC;HKG;74Y;Tue;09:30;21:00;;87050;725;ANC/HKG/2024-09-10 09:30:00
3S587;ANC;JFK;77X;Tue;09:05;15:55;;77350;645;ANC/JFK/2024-09-10 09:05:00
PO977;ANC;ICN;77X;Tue;17:55;03:55;1.0;77350;645;ANC/ICN/2024-09-10 17:55:00
PO998;ANC;CVG;77X;Tue;23:00;05:15;1.0;77350;645;ANC/CVG/2024-09-10 23:00:00
3S529;ANC;CVG;77X;Tue;08:00;14:10;;77350;645;ANC/CVG/2024-09-10 08:00:00
K4617;ANC;JFK;74Y;Wed;12:10;19:05;;87050;725;ANC/JFK/2024-09-11 12:10:00
K4624;ANC;HKG;74Y;Wed;15:45;03:00;1.0;87050;725;ANC/HKG/2024-09-11 15:45:00
K4627;ANC;MIA;74Y;Wed;19:10;03:00;1.0;87050;725;ANC/MIA/2024-09-11 19:10:00
K4677;ANC;ATL;74Y;Wed;10:15;17:05;;87050;725;ANC/ATL/2024-09-11 10:15:00
K4812;ANC;CGO;74Y;Wed;10:15;20:30;;87050;725;ANC/CGO/2024-09-11 10:15:00
3S587;ANC;JFK;77X;Wed;09:05;15:55;;77350;645;ANC/JFK/2024-09-11 09:05:00
K4295;ANC;YHM;77X;Wed;10:20;16:35;;77350;645;ANC/YHM/2024-09-11 10:20:00
PO947;ANC;ICN;77X;Wed;17:55;03:55;1.0;77350;645;ANC/ICN/2024-09-11 17:55:00
PO998;ANC;CVG;77X;Wed;23:00;05:15;1.0;77350;645;ANC/CVG/2024-09-11 23:00:00
3S529;ANC;CVG;77X;Wed;08:00;14:10;;77350;645;ANC/CVG/2024-09-11 08:00:00
K4613;ANC;JFK;74Y;Thu;12:10;19:05;;87050;725;ANC/JFK/2024-09-12 12:10:00
K4625;ANC;MIA;74Y;Thu;19:10;03:00;1.0;87050;725;ANC/MIA/2024-09-12 19:10:00
K4695;ANC;YHM;74Y;Thu;10:20;16:35;;87050;725;ANC/YHM/2024-09-12 10:20:00
K4626;ANC;HKG;74Y;Thu;17:45;05:00;1.0;87050;725;ANC/HKG/2024-09-12 17:45:00
K4675;ANC;ATL;74Y;Thu;10:15;17:05;;87050;725;ANC/ATL/2024-09-12 10:15:00
K4811;ANC;DFW;74Y;Thu;10:10;16:10;;87050;725;ANC/DFW/2024-09-12 10:10:00
K4676;ANC;HKG;74Y;Thu;09:30;21:00;;87050;725;ANC/HKG/2024-09-12 09:30:00
3S587;ANC;JFK;77X;Thu;09:05;15:55;;77350;645;ANC/JFK/2024-09-12 09:05:00
PO947;ANC;ICN;77X;Thu;17:55;03:55;1.0;77350;645;ANC/ICN/2024-09-12 17:55:00
PO998;ANC;CVG;77X;Thu;23:00;05:15;1.0;77350;645;ANC/CVG/2024-09-12 23:00:00
3S529;ANC;CVG;77X;Thu;08:00;14:10;;77350;645;ANC/CVG/2024-09-12 08:00:00
K4617;ANC;JFK;74Y;Fri;12:10;19:05;;87050;725;ANC/JFK/2024-09-13 12:10:00
K4624;ANC;HKG;74Y;Fri;16:45;04:00;1.0;87050;725;ANC/HKG/2024-09-13 16:45:00
K4627;ANC;MIA;74Y;Fri;18:05;01:55;1.0;87050;725;ANC/MIA/2024-09-13 18:05:00
K4677;ANC;ATL;74Y;Fri;10:15;17:05;;87050;725;ANC/ATL/2024-09-13 10:15:00
K4674;ANC;HKG;74Y;Fri;09:30;21:00;;87050;725;ANC/HKG/2024-09-13 09:30:00
3S587;ANC;JFK;77X;Fri;09:05;15:55;;77350;645;ANC/JFK/2024-09-13 09:05:00
K4224;ANC;HKG;77X;Fri;16:30;04:00;1.0;77350;645;ANC/HKG/2024-09-13 16:30:00
K4295;ANC;YHM;77X;Fri;10:20;16:35;;77350;645;ANC/YHM/2024-09-13 10:20:00
PO991;ANC;NRT;77X;Fri;17:55;01:45;1.0;77350;645;ANC/NRT/2024-09-13 17:55:00
3S529;ANC;CVG;77X;Fri;08:00;14:10;;77350;645;ANC/CVG/2024-09-13 08:00:00
PO298;ANC;LAX;74N;Sat;14:50;20:10;;102300;853;ANC/LAX/2024-09-14 14:50:00
K4613;ANC;LAX;74Y;Sat;23:05;04:25;1.0;87050;725;ANC/LAX/2024-09-14 23:05:00
K4615;ANC;JFK;74Y;Sat;12:10;19:05;;87050;725;ANC/JFK/2024-09-14 12:10:00
K4625;ANC;MIA;74Y;Sat;18:05;01:55;1.0;87050;725;ANC/MIA/2024-09-14 18:05:00
K4626;ANC;HKG;74Y;Sat;14:40;01:55;1.0;87050;725;ANC/HKG/2024-09-14 14:40:00
K4675;ANC;ATL;74Y;Sat;10:15;17:05;;87050;725;ANC/ATL/2024-09-14 10:15:00
K4814;ANC;CGO;74Y;Sat;10:15;20:30;;87050;725;ANC/CGO/2024-09-14 10:15:00
3S529;ANC;CVG;77X;Sat;08:00;14:10;;77350;645;ANC/CVG/2024-09-14 08:00:00
K4297;ANC;YHM;77X;Sat;10:20;16:35;;77350;645;ANC/YHM/2024-09-14 10:20:00
PO987;ANC;CVG;77X;Sat;11:00;17:15;;77350;645;ANC/CVG/2024-09-14 11:00:00
PO228;ANC;CVG;74N;Sun;09:05;15:20;;102300;853;ANC/CVG/2024-09-15 09:05:00
K4676;ANC;HKG;74Y;Sun;12:30;23:30;;87050;725;ANC/HKG/2024-09-15 12:30:00
K4627;ANC;MIA;74Y;Sun;15:10;23:00;;87050;725;ANC/MIA/2024-09-15 15:10:00
K4813;ANC;DFW;74Y;Sun;10:10;16:10;;87050;725;ANC/DFW/2024-09-15 10:10:00
K4619;ANC;ATL;74Y;Sun;12:15;19:05;;87050;725;ANC/ATL/2024-09-15 12:15:00
3S594;ANC;CVG;77X;Sun;09:30;15:40;;77350;645;ANC/CVG/2024-09-15 09:30:00
K4229;ANC;JFK;77X;Sun;11:15;18:10;;77350;645;ANC/JFK/2024-09-15 11:15:00
K4295;ANC;YHM;77X;Sun;08:05;14:20;;77350;645;ANC/YHM/2024-09-15 08:05:00
PO958;ANC;ICN;77X;Sun;04:20;14:20;;77350;645;ANC/ICN/2024-09-15 04:20:00
3S587;ANC;JFK;77X;Sun;09:05;15:55;;77350;645;ANC/JFK/2024-09-15 09:05:00
3S529;ANC;CVG;77X;Sun;08:00;14:10;;77350;645;ANC/CVG/2024-09-15 08:00:00
QY6788;ARN;LHR;ABY;Sat;17:05;19:40;;46000;386;ARN/LHR/2024-09-14 17:05:00
ES425;ASM;NBO;76V;Tue;07:55;11:10;;47650;442;ASM/NBO/2024-09-10 07:55:00
K4674;ATL;ANC;74Y;Mon;00:30;08:30;;87050;725;ATL/ANC/2024-09-09 00:30:00
GB850;ATL;CVG;76Y;Mon;05:50;07:20;;47650;442;ATL/CVG/2024-09-09 05:50:00
3S457;ATL;FRA;77X;Mon;02:55;11:30;;77350;645;ATL/FRA/2024-09-09 02:55:00
GB110;ATL;CVG;76Y;Tue;05:30;07:00;;47650;442;ATL/CVG/2024-09-10 05:30:00
3S459;ATL;FRA;77X;Tue;02:25;11:00;;77350;645;ATL/FRA/2024-09-10 02:25:00
K4676;ATL;ANC;74Y;Wed;23:30;07:30;1.0;87050;725;ATL/ANC/2024-09-11 23:30:00
K49674;ATL;KWI;74Y;Wed;00:10;09:30;;87050;725;ATL/KWI/2024-09-11 00:10:00
GB110;ATL;CVG;76Y;Wed;05:30;07:00;;47650;442;ATL/CVG/2024-09-11 05:30:00
K4674;ATL;ANC;74Y;Thu;23:30;07:30;1.0;87050;725;ATL/ANC/2024-09-12 23:30:00
GB110;ATL;CVG;76Y;Thu;05:30;07:00;;47650;442;ATL/CVG/2024-09-12 05:30:00
3S457;ATL;FRA;77X;Thu;03:00;11:35;;77350;645;ATL/FRA/2024-09-12 03:00:00
GB110;ATL;CVG;76Y;Fri;05:30;07:00;;47650;442;ATL/CVG/2024-09-13 05:30:00
GB110;ATL;CVG;76Y;Sat;05:30;07:00;;47650;442;ATL/CVG/2024-09-14 05:30:00
3S457;ATL;FRA;77X;Sat;04:05;12:40;;77350;645;ATL/FRA/2024-09-14 04:05:00
K4676;ATL;ANC;74Y;Sun;02:30;10:30;;87050;725;ATL/ANC/2024-09-15 02:30:00
K4628;ATL;ANC;74Y;Sun;23:15;07:15;1.0;87050;725;ATL/ANC/2024-09-15 23:15:00
3S459;ATL;FRA;77X;Sun;03:30;12:05;;77350;645;ATL/FRA/2024-09-15 03:30:00
QY752;BAH;MXP;33X;Mon;13:35;20:05;;51200;427;BAH/MXP/2024-09-09 13:35:00
D042;BAH;SZX;76V;Mon;10:25;18:30;;47650;442;BAH/SZX/2024-09-09 10:25:00
ES263;BAH;DXB;76V;Mon;15:35;17:00;;47650;442;BAH/DXB/2024-09-09 15:35:00
ES781;BAH;SIN;76V;Mon;12:25;20:40;;47650;442;BAH/SIN/2024-09-09 12:25:00
D078;BAH;WUX;76V;Mon;10:20;18:50;;47650;442;BAH/WUX/2024-09-09 10:20:00
ES725;BAH;HKG;76V;Mon;11:35;19:40;;47650;442;BAH/HKG/2024-09-09 11:35:00
ES265;BAH;DXB;76V;Mon;22:25;23:50;;47650;442;BAH/DXB/2024-09-09 22:25:00
ES779;BAH;HKG;76V;Mon;10:50;18:55;;47650;442;BAH/HKG/2024-09-09 10:50:00
ES697;BAH;HKG;76V;Mon;10:00;18:05;;47650;442;BAH/HKG/2024-09-09 10:00:00
ES112;BAH;RUH;76V;Mon;01:25;02:45;;47650;442;BAH/RUH/2024-09-09 01:25:00
ES412;BAH;JIB;76V;Mon;04:00;08:15;;47650;442;BAH/JIB/2024-09-09 04:00:00
ES723;BAH;HKG;76V;Mon;07:15;15:20;;47650;442;BAH/HKG/2024-09-09 07:15:00
ES170;BAH;KWI;76V;Mon;00:55;02:10;;47650;442;BAH/KWI/2024-09-09 00:55:00
ES100;BAH;JED;76V;Mon;00:40;03:20;;47650;442;BAH/JED/2024-09-09 00:40:00
3S305;BAH;LEJ;77X;Mon;01:35;07:45;;77350;645;BAH/LEJ/2024-09-09 01:35:00
3S528;BAH;CAN;77X;Mon;11:40;18:50;;77350;645;BAH/CAN/2024-09-09 11:40:00
3S520;BAH;HKG;77X;Mon;00:50;08:30;;77350;645;BAH/HKG/2024-09-09 00:50:00
QY752;BAH;MXP;33X;Tue;13:35;20:05;;51200;427;BAH/MXP/2024-09-10 13:35:00
BZ703;BAH;BLR;75V;Tue;12:00;16:45;;23850;199;BAH/BLR/2024-09-10 12:00:00
BZ804;BAH;DEL;75V;Tue;11:15;15:35;;23850;199;BAH/DEL/2024-09-10 11:15:00
D041;BAH;EMA;76V;Tue;11:00;18:20;;47650;442;BAH/EMA/2024-09-10 11:00:00
D0790;BAH;BRU;76V;Tue;13:00;19:50;;47650;442;BAH/BRU/2024-09-10 13:00:00
ES112;BAH;RUH;76V;Tue;01:25;02:45;;47650;442;BAH/RUH/2024-09-10 01:25:00
D044;BAH;SZX;76V;Tue;10:25;18:30;;47650;442;BAH/SZX/2024-09-10 10:25:00
ES128;BAH;DMM;76V;Tue;13:20;14:05;;47650;442;BAH/DMM/2024-09-10 13:20:00
ES170;BAH;KWI;76V;Tue;00:55;02:10;;47650;442;BAH/KWI/2024-09-10 00:55:00
D072;BAH;WUX;76V;Tue;10:20;18:50;;47650;442;BAH/WUX/2024-09-10 10:20:00
ES100;BAH;JED;76V;Tue;00:40;03:20;;47650;442;BAH/JED/2024-09-10 00:40:00
ES182;BAH;AMM;76V;Tue;13:05;15:55;;47650;442;BAH/AMM/2024-09-10 13:05:00
ES265;BAH;DXB;76V;Tue;22:25;23:50;;47650;442;BAH/DXB/2024-09-10 22:25:00
ES721;BAH;HKG;76V;Tue;07:15;15:20;;47650;442;BAH/HKG/2024-09-10 07:15:00
ES783;BAH;SIN;76V;Tue;12:25;20:40;;47650;442;BAH/SIN/2024-09-10 12:25:00
ES729;BAH;HKG;76V;Tue;11:35;19:40;;47650;442;BAH/HKG/2024-09-10 11:35:00
ES695;BAH;HKG;76V;Tue;10:00;18:05;;47650;442;BAH/HKG/2024-09-10 10:00:00
ES771;BAH;HKG;76V;Tue;10:50;18:55;;47650;442;BAH/HKG/2024-09-10 10:50:00
3S520;BAH;HKG;77X;Tue;13:25;21:05;;77350;645;BAH/HKG/2024-09-10 13:25:00
D0533;BAH;LEJ;77X;Tue;09:50;16:20;;77350;645;BAH/LEJ/2024-09-10 09:50:00
3S528;BAH;CAN;77X;Tue;11:40;18:50;;77350;645;BAH/CAN/2024-09-10 11:40:00
QY752;BAH;MXP;33X;Wed;13:35;20:05;;51200;427;BAH/MXP/2024-09-11 13:35:00
BZ703;BAH;BLR;75V;Wed;12:00;16:45;;23850;199;BAH/BLR/2024-09-11 12:00:00
BZ804;BAH;DEL;75V;Wed;11:15;15:35;;23850;199;BAH/DEL/2024-09-11 11:15:00
D043;BAH;EMA;76V;Wed;11:00;18:20;;47650;442;BAH/EMA/2024-09-11 11:00:00
D0792;BAH;BRU;76V;Wed;13:00;19:50;;47650;442;BAH/BRU/2024-09-11 13:00:00
ES112;BAH;RUH;76V;Wed;01:25;02:45;;47650;442;BAH/RUH/2024-09-11 01:25:00
D042;BAH;SZX;76V;Wed;10:25;18:30;;47650;442;BAH/SZX/2024-09-11 10:25:00
ES128;BAH;DMM;76V;Wed;13:20;14:05;;47650;442;BAH/DMM/2024-09-11 13:20:00
ES170;BAH;KWI;76V;Wed;00:55;02:10;;47650;442;BAH/KWI/2024-09-11 00:55:00
D074;BAH;WUX;76V;Wed;10:20;18:50;;47650;442;BAH/WUX/2024-09-11 10:20:00
ES100;BAH;JED;76V;Wed;00:40;03:20;;47650;442;BAH/JED/2024-09-11 00:40:00
ES723;BAH;HKG;76V;Wed;07:15;15:20;;47650;442;BAH/HKG/2024-09-11 07:15:00
ES781;BAH;SIN;76V;Wed;12:25;20:40;;47650;442;BAH/SIN/2024-09-11 12:25:00
ES203;BAH;MCT;76V;Wed;12:05;13:55;;47650;442;BAH/MCT/2024-09-11 12:05:00
ES265;BAH;DXB;76V;Wed;22:25;23:50;;47650;442;BAH/DXB/2024-09-11 22:25:00
ES725;BAH;HKG;76V;Wed;11:35;19:40;;47650;442;BAH/HKG/2024-09-11 11:35:00
ES697;BAH;HKG;76V;Wed;10:00;18:05;;47650;442;BAH/HKG/2024-09-11 10:00:00
ES779;BAH;HKG;76V;Wed;10:50;18:55;;47650;442;BAH/HKG/2024-09-11 10:50:00
QY743;BAH;LEJ;76Y;Wed;15:15;21:35;;47650;442;BAH/LEJ/2024-09-11 15:15:00
3S528;BAH;CAN;77X;Wed;11:40;18:50;;77350;645;BAH/CAN/2024-09-11 11:40:00
3S305;BAH;LEJ;77X;Wed;10:05;16:15;;77350;645;BAH/LEJ/2024-09-11 10:05:00
QY752;BAH;MXP;33X;Thu;13:35;20:05;;51200;427;BAH/MXP/2024-09-12 13:35:00
BZ703;BAH;BLR;75V;Thu;12:00;16:45;;23850;199;BAH/BLR/2024-09-12 12:00:00
BZ804;BAH;DEL;75V;Thu;11:15;15:35;;23850;199;BAH/DEL/2024-09-12 11:15:00
D041;BAH;EMA;76V;Thu;11:00;18:20;;47650;442;BAH/EMA/2024-09-12 11:00:00
D0790;BAH;BRU;76V;Thu;13:00;19:50;;47650;442;BAH/BRU/2024-09-12 13:00:00
ES112;BAH;RUH;76V;Thu;01:25;02:45;;47650;442;BAH/RUH/2024-09-12 01:25:00
D044;BAH;SZX;76V;Thu;10:25;18:30;;47650;442;BAH/SZX/2024-09-12 10:25:00
ES100;BAH;JED;76V;Thu;00:40;03:20;;47650;442;BAH/JED/2024-09-12 00:40:00
ES263;BAH;DXB;76V;Thu;15:35;17:00;;47650;442;BAH/DXB/2024-09-12 15:35:00
ES265;BAH;DXB;76V;Thu;22:25;23:50;;47650;442;BAH/DXB/2024-09-12 22:25:00
ES721;BAH;HKG;76V;Thu;07:15;15:20;;47650;442;BAH/HKG/2024-09-12 07:15:00
D072;BAH;WUX;76V;Thu;10:20;18:50;;47650;442;BAH/WUX/2024-09-12 10:20:00
ES277;BAH;DWC;76V;Thu;00:25;01:50;;47650;442;BAH/DWC/2024-09-12 00:25:00
ES281;BAH;DOH;76V;Thu;22:05;23:00;;47650;442;BAH/DOH/2024-09-12 22:05:00
ES412;BAH;JIB;76V;Thu;06:40;10:55;;47650;442;BAH/JIB/2024-09-12 06:40:00
ES783;BAH;SIN;76V;Thu;12:25;20:40;;47650;442;BAH/SIN/2024-09-12 12:25:00
ES729;BAH;HKG;76V;Thu;11:35;19:40;;47650;442;BAH/HKG/2024-09-12 11:35:00
ES695;BAH;HKG;76V;Thu;10:00;18:05;;47650;442;BAH/HKG/2024-09-12 10:00:00
ES771;BAH;HKG;76V;Thu;10:50;18:55;;47650;442;BAH/HKG/2024-09-12 10:50:00
3S520;BAH;HKG;77X;Thu;12:45;20:25;;77350;645;BAH/HKG/2024-09-12 12:45:00
3S305;BAH;LEJ;77X;Thu;10:05;16:15;;77350;645;BAH/LEJ/2024-09-12 10:05:00
3S528;BAH;CAN;77X;Thu;11:40;18:50;;77350;645;BAH/CAN/2024-09-12 11:40:00
QY752;BAH;MXP;33X;Fri;13:35;20:05;;51200;427;BAH/MXP/2024-09-13 13:35:00
BZ804;BAH;DEL;75V;Fri;11:15;15:35;;23850;199;BAH/DEL/2024-09-13 11:15:00
D043;BAH;EMA;76V;Fri;11:00;18:20;;47650;442;BAH/EMA/2024-09-13 11:00:00
D0792;BAH;BRU;76V;Fri;13:00;19:50;;47650;442;BAH/BRU/2024-09-13 13:00:00
ES100;BAH;JED;76V;Fri;03:00;05:40;;47650;442;BAH/JED/2024-09-13 03:00:00
ES112;BAH;RUH;76V;Fri;01:25;02:45;;47650;442;BAH/RUH/2024-09-13 01:25:00
D042;BAH;SZX;76V;Fri;10:25;18:30;;47650;442;BAH/SZX/2024-09-13 10:25:00
ES128;BAH;DMM;76V;Fri;13:20;14:05;;47650;442;BAH/DMM/2024-09-13 13:20:00
ES170;BAH;KWI;76V;Fri;00:55;02:10;;47650;442;BAH/KWI/2024-09-13 00:55:00
ES265;BAH;DXB;76V;Fri;22:25;23:50;;47650;442;BAH/DXB/2024-09-13 22:25:00
D074;BAH;WUX;76V;Fri;10:20;18:50;;47650;442;BAH/WUX/2024-09-13 10:20:00
ES182;BAH;AMM;76V;Fri;13:05;15:55;;47650;442;BAH/AMM/2024-09-13 13:05:00
ES281;BAH;DOH;76V;Fri;22:05;23:00;;47650;442;BAH/DOH/2024-09-13 22:05:00
ES723;BAH;HKG;76V;Fri;07:15;15:20;;47650;442;BAH/HKG/2024-09-13 07:15:00
ES203;BAH;MCT;76V;Fri;12:05;13:55;;47650;442;BAH/MCT/2024-09-13 12:05:00
ES739;BAH;BLR;76V;Fri;12:00;16:20;;47650;442;BAH/BLR/2024-09-13 12:00:00
ES697;BAH;HKG;76V;Fri;10:00;18:05;;47650;442;BAH/HKG/2024-09-13 10:00:00
ES775;BAH;HKG;76V;Fri;11:35;19:40;;47650;442;BAH/HKG/2024-09-13 11:35:00
QY743;BAH;LEJ;76Y;Fri;15:15;21:35;;47650;442;BAH/LEJ/2024-09-13 15:15:00
3S305;BAH;LEJ;77X;Fri;01:35;07:45;;77350;645;BAH/LEJ/2024-09-13 01:35:00
3S528;BAH;CAN;77X;Fri;11:40;18:50;;77350;645;BAH/CAN/2024-09-13 11:40:00
QY752;BAH;LEJ;33X;Sat;19:55;02:30;1.0;51200;427;BAH/LEJ/2024-09-14 19:55:00
BZ804;BAH;DEL;75V;Sat;11:15;15:35;;23850;199;BAH/DEL/2024-09-14 11:15:00
D041;BAH;EMA;76V;Sat;11:00;18:20;;47650;442;BAH/EMA/2024-09-14 11:00:00
ES112;BAH;RUH;76V;Sat;01:25;02:45;;47650;442;BAH/RUH/2024-09-14 01:25:00
D044;BAH;SZX;76V;Sat;10:25;18:30;;47650;442;BAH/SZX/2024-09-14 10:25:00
ES128;BAH;DMM;76V;Sat;13:20;14:05;;47650;442;BAH/DMM/2024-09-14 13:20:00
ES170;BAH;KWI;76V;Sat;00:55;02:10;;47650;442;BAH/KWI/2024-09-14 00:55:00
D078;BAH;WUX;76V;Sat;10:20;18:50;;47650;442;BAH/WUX/2024-09-14 10:20:00
ES100;BAH;JED;76V;Sat;00:40;03:20;;47650;442;BAH/JED/2024-09-14 00:40:00
ES607;BAH;SZX;76V;Sat;10:00;18:00;;47650;442;BAH/SZX/2024-09-14 10:00:00
ES695;BAH;HKG;76V;Sat;10:00;18:05;;47650;442;BAH/HKG/2024-09-14 10:00:00
ES729;BAH;HKG;76V;Sat;12:15;20:20;;47650;442;BAH/HKG/2024-09-14 12:15:00
ES265;BAH;DXB;76V;Sat;22:25;23:50;;47650;442;BAH/DXB/2024-09-14 22:25:00
ES721;BAH;HKG;76V;Sat;07:15;15:20;;47650;442;BAH/HKG/2024-09-14 07:15:00
ES743;BAH;BKK;76V;Sat;08:30;15:30;;47650;442;BAH/BKK/2024-09-14 08:30:00
3S305;BAH;LEJ;77X;Sat;01:35;07:45;;77350;645;BAH/LEJ/2024-09-14 01:35:00
3S528;BAH;CAN;77X;Sat;11:40;18:50;;77350;645;BAH/CAN/2024-09-14 11:40:00
D0521;BAH;LEJ;77X;Sat;14:40;21:10;;77350;645;BAH/LEJ/2024-09-14 14:40:00
BZ804;BAH;DEL;75V;Sun;11:15;15:35;;23850;199;BAH/DEL/2024-09-15 11:15:00
D043;BAH;EMA;76V;Sun;11:45;19:05;;47650;442;BAH/EMA/2024-09-15 11:45:00
ES112;BAH;RUH;76V;Sun;01:25;02:45;;47650;442;BAH/RUH/2024-09-15 01:25:00
ES752;BAH;MXP;76V;Sun;13:40;21:00;;47650;442;BAH/MXP/2024-09-15 13:40:00
