Flight Number,Orig,Dest,A/C,Weekday_Z,DD_Z,Net Payload,Net Volume,Weekday_num,deptime,arrtime,key,key+
ES697,BAH,HKG,76V,Mon,,47650,442,0,2024-09-09 10:00:00,2024-09-09 18:05:00,BAH/HKG/2024-09-09 10:00:00,BAH/HKG/2024-09-09 10:00:00/ES697
ES112,BAH,RUH,76V,Mon,,47650,442,0,2024-09-09 01:25:00,2024-09-09 02:45:00,BAH/RUH/2024-09-09 01:25:00,BAH/RUH/2024-09-09 01:25:00/ES112
ES412,BAH,JIB,76V,Mon,,47650,442,0,2024-09-09 04:00:00,2024-09-09 08:15:00,BAH/JIB/2024-09-09 04:00:00,BAH/JIB/2024-09-09 04:00:00/ES412
ES723,BAH,HKG,76V,Mon,,47650,442,0,2024-09-09 07:15:00,2024-09-09 15:20:00,BAH/HKG/2024-09-09 07:15:00,BAH/HKG/2024-09-09 07:15:00/ES723
ES170,BAH,KWI,76V,Mon,,47650,442,0,2024-09-09 00:55:00,2024-09-09 02:10:00,BAH/KWI/2024-09-09 00:55:00,BAH/KWI/2024-09-09 00:55:00/ES170
ES100,BAH,JED,76V,Mon,,47650,442,0,2024-09-09 00:40:00,2024-09-09 03:20:00,BAH/JED/2024-09-09 00:40:00,BAH/JED/2024-09-09 00:40:00/ES100
3S305,BAH,LEJ,77X,Mon,,77350,645,0,2024-09-09 01:35:00,2024-09-09 07:45:00,BAH/LEJ/2024-09-09 01:35:00,BAH/LEJ/2024-09-09 01:35:00/3S305
3S528,BAH,CAN,77X,Mon,,77350,645,0,2024-09-09 11:40:00,2024-09-09 18:50:00,BAH/CAN/2024-09-09 11:40:00,BAH/CAN/2024-09-09 11:40:00/3S528
3S520,BAH,HKG,77X,Mon,,77350,645,0,2024-09-09 00:50:00,2024-09-09 08:30:00,BAH/HKG/2024-09-09 00:50:00,BAH/HKG/2024-09-09 00:50:00/3S520
QY752,BAH,MXP,33X,Tue,,51200,427,1,2024-09-10 13:35:00,2024-09-10 20:05:00,BAH/MXP/2024-09-10 13:35:00,BAH/MXP/2024-09-10 13:35:00/QY752
BZ703,BAH,BLR,75V,Tue,,23850,199,1,2024-09-10 12:00:00,2024-09-10 16:45:00,BAH/BLR/2024-09-10 12:00:00,BAH/BLR/2024-09-10 12:00:00/BZ703
BZ804,BAH,DEL,75V,Tue,,23850,199,1,2024-09-10 11:15:00,2024-09-10 15:35:00,BAH/DEL/2024-09-10 11:15:00,BAH/DEL/2024-09-10 11:15:00/BZ804
D041,BAH,EMA,76V,Tue,,47650,442,1,2024-09-10 11:00:00,2024-09-10 18:20:00,BAH/EMA/2024-09-10 11:00:00,BAH/EMA/2024-09-10 11:00:00/D041
D0790,BAH,BRU,76V,Tue,,47650,442,1,2024-09-10 13:00:00,2024-09-10 19:50:00,BAH/BRU/2024-09-10 13:00:00,BAH/BRU/2024-09-10 13:00:00/D0790
ES112,BAH,RUH,76V,Tue,,47650,442,1,2024-09-10 01:25:00,2024-09-10 02:45:00,BAH/RUH/2024-09-10 01:25:00,BAH/RUH/2024-09-10 01:25:00/ES112
D044,BAH,SZX,76V,Tue,,47650,442,1,2024-09-10 10:25:00,2024-09-10 18:30:00,BAH/SZX/2024-09-10 10:25:00,BAH/SZX/2024-09-10 10:25:00/D044
ES128,BAH,DMM,76V,Tue,,47650,442,1,2024-09-10 13:20:00,2024-09-10 14:05:00,BAH/DMM/2024-09-10 13:20:00,BAH/DMM/2024-09-10 13:20:00/ES128
ES170,BAH,KWI,76V,Tue,,47650,442,1,2024-09-10 00:55:00,2024-09-10 02:10:00,BAH/KWI/2024-09-10 00:55:00,BAH/KWI/2024-09-10 00:55:00/ES170
D072,BAH,WUX,76V,Tue,,47650,442,1,2024-09-10 10:20:00,2024-09-10 18:50:00,BAH/WUX/2024-09-10 10:20:00,BAH/WUX/2024-09-10 10:20:00/D072
ES100,BAH,JED,76V,Tue,,47650,442,1,2024-09-10 00:40:00,2024-09-10 03:20:00,BAH/JED/2024-09-10 00:40:00,BAH/JED/2024-09-10 00:40:00/ES100
ES182,BAH,AMM,76V,Tue,,47650,442,1,2024-09-10 13:05:00,2024-09-10 15:55:00,BAH/AMM/2024-09-10 13:05:00,BAH/AMM/2024-09-10 13:05:00/ES182
ES265,BAH,DXB,76V,Tue,,47650,442,1,2024-09-10 22:25:00,2024-09-10 23:50:00,BAH/DXB/2024-09-10 22:25:00,BAH/DXB/2024-09-10 22:25:00/ES265
ES721,BAH,HKG,76V,Tue,,47650,442,1,2024-09-10 07:15:00,2024-09-10 15:20:00,BAH/HKG/2024-09-10 07:15:00,BAH/HKG/2024-09-10 07:15:00/ES721
ES783,BAH,SIN,76V,Tue,,47650,442,1,2024-09-10 12:25:00,2024-09-10 20:40:00,BAH/SIN/2024-09-10 12:25:00,BAH/SIN/2024-09-10 12:25:00/ES783
ES729,BAH,HKG,76V,Tue,,47650,442,1,2024-09-10 11:35:00,2024-09-10 19:40:00,BAH/HKG/2024-09-10 11:35:00,BAH/HKG/2024-09-10 11:35:00/ES729
ES695,BAH,HKG,76V,Tue,,47650,442,1,2024-09-10 10:00:00,2024-09-10 18:05:00,BAH/HKG/2024-09-10 10:00:00,BAH/HKG/2024-09-10 10:00:00/ES695
ES771,BAH,HKG,76V,Tue,,47650,442,1,2024-09-10 10:50:00,2024-09-10 18:55:00,BAH/HKG/2024-09-10 10:50:00,BAH/HKG/2024-09-10 10:50:00/ES771
3S520,BAH,HKG,77X,Tue,,77350,645,1,2024-09-10 13:25:00,2024-09-10 21:05:00,BAH/HKG/2024-09-10 13:25:00,BAH/HKG/2024-09-10 13:25:00/3S520
D0533,BAH,LEJ,77X,Tue,,77350,645,1,2024-09-10 09:50:00,2024-09-10 16:20:00,BAH/LEJ/2024-09-10 09:50:00,BAH/LEJ/2024-09-10 09:50:00/D0533
3S528,BAH,CAN,77X,Tue,,77350,645,1,2024-09-10 11:40:00,2024-09-10 18:50:00,BAH/CAN/2024-09-10 11:40:00,BAH/CAN/2024-09-10 11:40:00/3S528
QY752,BAH,MXP,33X,Wed,,51200,427,2,2024-09-11 13:35:00,2024-09-11 20:05:00,BAH/MXP/2024-09-11 13:35:00,BAH/MXP/2024-09-11 13:35:00/QY752
BZ703,BAH,BLR,75V,Wed,,23850,199,2,2024-09-11 12:00:00,2024-09-11 16:45:00,BAH/BLR/2024-09-11 12:00:00,BAH/BLR/2024-09-11 12:00:00/BZ703
BZ804,BAH,DEL,75V,Wed,,23850,199,2,2024-09-11 11:15:00,2024-09-11 15:35:00,BAH/DEL/2024-09-11 11:15:00,BAH/DEL/2024-09-11 11:15:00/BZ804
D043,BAH,EMA,76V,Wed,,47650,442,2,2024-09-11 11:00:00,2024-09-11 18:20:00,BAH/EMA/2024-09-11 11:00:00,BAH/EMA/2024-09-11 11:00:00/D043
D0792,BAH,BRU,76V,Wed,,47650,442,2,2024-09-11 13:00:00,2024-09-11 19:50:00,BAH/BRU/2024-09-11 13:00:00,BAH/BRU/2024-09-11 13:00:00/D0792
ES112,BAH,RUH,76V,Wed,,47650,442,2,2024-09-11 01:25:00,2024-09-11 02:45:00,BAH/RUH/2024-09-11 01:25:00,BAH/RUH/2024-09-11 01:25:00/ES112
D042,BAH,SZX,76V,Wed,,47650,442,2,2024-09-11 10:25:00,2024-09-11 18:30:00,BAH/SZX/2024-09-11 10:25:00,BAH/SZX/2024-09-11 10:25:00/D042
ES128,BAH,DMM,76V,Wed,,47650,442,2,2024-09-11 13:20:00,2024-09-11 14:05:00,BAH/DMM/2024-09-11 13:20:00,BAH/DMM/2024-09-11 13:20:00/ES128
ES170,BAH,KWI,76V,Wed,,47650,442,2,2024-09-11 00:55:00,2024-09-11 02:10:00,BAH/KWI/2024-09-11 00:55:00,BAH/KWI/2024-09-11 00:55:00/ES170
D074,BAH,WUX,76V,Wed,,47650,442,2,2024-09-11 10:20:00,2024-09-11 18:50:00,BAH/WUX/2024-09-11 10:20:00,BAH/WUX/2024-09-11 10:20:00/D074
ES100,BAH,JED,76V,Wed,,47650,442,2,2024-09-11 00:40:00,2024-09-11 03:20:00,BAH/JED/2024-09-11 00:40:00,BAH/JED/2024-09-11 00:40:00/ES100
ES723,BAH,HKG,76V,Wed,,47650,442,2,2024-09-11 07:15:00,2024-09-11 15:20:00,BAH/HKG/2024-09-11 07:15:00,BAH/HKG/2024-09-11 07:15:00/ES723
ES781,BAH,SIN,76V,Wed,,47650,442,2,2024-09-11 12:25:00,2024-09-11 20:40:00,BAH/SIN/2024-09-11 12:25:00,BAH/SIN/2024-09-11 12:25:00/ES781
ES203,BAH,MCT,76V,Wed,,47650,442,2,2024-09-11 12:05:00,2024-09-11 13:55:00,BAH/MCT/2024-09-11 12:05:00,BAH/MCT/2024-09-11 12:05:00/ES203
ES265,BAH,DXB,76V,Wed,,47650,442,2,2024-09-11 22:25:00,2024-09-11 23:50:00,BAH/DXB/2024-09-11 22:25:00,BAH/DXB/2024-09-11 22:25:00/ES265
ES725,BAH,HKG,76V,Wed,,47650,442,2,2024-09-11 11:35:00,2024-09-11 19:40:00,BAH/HKG/2024-09-11 11:35:00,BAH/HKG/2024-09-11 11:35:00/ES725
ES697,BAH,HKG,76V,Wed,,47650,442,2,2024-09-11 10:00:00,2024-09-11 18:05:00,BAH/HKG/2024-09-11 10:00:00,BAH/HKG/2024-09-11 10:00:00/ES697
ES779,BAH,HKG,76V,Wed,,47650,442,2,2024-09-11 10:50:00,2024-09-11 18:55:00,BAH/HKG/2024-09-11 10:50:00,BAH/HKG/2024-09-11 10:50:00/ES779
QY743,BAH,LEJ,76Y,Wed,,47650,442,2,2024-09-11 15:15:00,2024-09-11 21:35:00,BAH/LEJ/2024-09-11 15:15:00,BAH/LEJ/2024-09-11 15:15:00/QY743
3S528,BAH,CAN,77X,Wed,,77350,645,2,2024-09-11 11:40:00,2024-09-11 18:50:00,BAH/CAN/2024-09-11 11:40:00,BAH/CAN/2024-09-11 11:40:00/3S528
3S305,BAH,LEJ,77X,Wed,,77350,645,2,2024-09-11 10:05:00,2024-09-11 16:15:00,BAH/LEJ/2024-09-11 10:05:00,BAH/LEJ/2024-09-11 10:05:00/3S305
QY752,BAH,MXP,33X,Thu,,51200,427,3,2024-09-12 13:35:00,2024-09-12 20:05:00,BAH/MXP/2024-09-12 13:35:00,BAH/MXP/2024-09-12 13:35:00/QY752
BZ703,BAH,BLR,75V,Thu,,23850,199,3,2024-09-12 12:00:00,2024-09-12 16:45:00,BAH/BLR/2024-09-12 12:00:00,BAH/BLR/2024-09-12 12:00:00/BZ703
BZ804,BAH,DEL,75V,Thu,,23850,199,3,2024-09-12 11:15:00,2024-09-12 15:35:00,BAH/DEL/2024-09-12 11:15:00,BAH/DEL/2024-09-12 11:15:00/BZ804
D041,BAH,EMA,76V,Thu,,47650,442,3,2024-09-12 11:00:00,2024-09-12 18:20:00,BAH/EMA/2024-09-12 11:00:00,BAH/EMA/2024-09-12 11:00:00/D041
D0790,BAH,BRU,76V,Thu,,47650,442,3,2024-09-12 13:00:00,2024-09-12 19:50:00,BAH/BRU/2024-09-12 13:00:00,BAH/BRU/2024-09-12 13:00:00/D0790
ES112,BAH,RUH,76V,Thu,,47650,442,3,2024-09-12 01:25:00,2024-09-12 02:45:00,BAH/RUH/2024-09-12 01:25:00,BAH/RUH/2024-09-12 01:25:00/ES112
D044,BAH,SZX,76V,Thu,,47650,442,3,2024-09-12 10:25:00,2024-09-12 18:30:00,BAH/SZX/2024-09-12 10:25:00,BAH/SZX/2024-09-12 10:25:00/D044
ES100,BAH,JED,76V,Thu,,47650,442,3,2024-09-12 00:40:00,2024-09-12 03:20:00,BAH/JED/2024-09-12 00:40:00,BAH/JED/2024-09-12 00:40:00/ES100
ES263,BAH,DXB,76V,Thu,,47650,442,3,2024-09-12 15:35:00,2024-09-12 17:00:00,BAH/DXB/2024-09-12 15:35:00,BAH/DXB/2024-09-12 15:35:00/ES263
ES265,BAH,DXB,76V,Thu,,47650,442,3,2024-09-12 22:25:00,2024-09-12 23:50:00,BAH/DXB/2024-09-12 22:25:00,BAH/DXB/2024-09-12 22:25:00/ES265
ES721,BAH,HKG,76V,Thu,,47650,442,3,2024-09-12 07:15:00,2024-09-12 15:20:00,BAH/HKG/2024-09-12 07:15:00,BAH/HKG/2024-09-12 07:15:00/ES721
D072,BAH,WUX,76V,Thu,,47650,442,3,2024-09-12 10:20:00,2024-09-12 18:50:00,BAH/WUX/2024-09-12 10:20:00,BAH/WUX/2024-09-12 10:20:00/D072
ES277,BAH,DWC,76V,Thu,,47650,442,3,2024-09-12 00:25:00,2024-09-12 01:50:00,BAH/DWC/2024-09-12 00:25:00,BAH/DWC/2024-09-12 00:25:00/ES277
ES281,BAH,DOH,76V,Thu,,47650,442,3,2024-09-12 22:05:00,2024-09-12 23:00:00,BAH/DOH/2024-09-12 22:05:00,BAH/DOH/2024-09-12 22:05:00/ES281
ES412,BAH,JIB,76V,Thu,,47650,442,3,2024-09-12 06:40:00,2024-09-12 10:55:00,BAH/JIB/2024-09-12 06:40:00,BAH/JIB/2024-09-12 06:40:00/ES412
ES783,BAH,SIN,76V,Thu,,47650,442,3,2024-09-12 12:25:00,2024-09-12 20:40:00,BAH/SIN/2024-09-12 12:25:00,BAH/SIN/2024-09-12 12:25:00/ES783
ES729,BAH,HKG,76V,Thu,,47650,442,3,2024-09-12 11:35:00,2024-09-12 19:40:00,BAH/HKG/2024-09-12 11:35:00,BAH/HKG/2024-09-12 11:35:00/ES729
ES695,BAH,HKG,76V,Thu,,47650,442,3,2024-09-12 10:00:00,2024-09-12 18:05:00,BAH/HKG/2024-09-12 10:00:00,BAH/HKG/2024-09-12 10:00:00/ES695
ES771,BAH,HKG,76V,Thu,,47650,442,3,2024-09-12 10:50:00,2024-09-12 18:55:00,BAH/HKG/2024-09-12 10:50:00,BAH/HKG/2024-09-12 10:50:00/ES771
3S520,BAH,HKG,77X,Thu,,77350,645,3,2024-09-12 12:45:00,2024-09-12 20:25:00,BAH/HKG/2024-09-12 12:45:00,BAH/HKG/2024-09-12 12:45:00/3S520
3S305,BAH,LEJ,77X,Thu,,77350,645,3,2024-09-12 10:05:00,2024-09-12 16:15:00,BAH/LEJ/2024-09-12 10:05:00,BAH/LEJ/2024-09-12 10:05:00/3S305
3S528,BAH,CAN,77X,Thu,,77350,645,3,2024-09-12 11:40:00,2024-09-12 18:50:00,BAH/CAN/2024-09-12 11:40:00,BAH/CAN/2024-09-12 11:40:00/3S528
QY752,BAH,MXP,33X,Fri,,51200,427,4,2024-09-13 13:35:00,2024-09-13 20:05:00,BAH/MXP/2024-09-13 13:35:00,BAH/MXP/2024-09-13 13:35:00/QY752
BZ804,BAH,DEL,75V,Fri,,23850,199,4,2024-09-13 11:15:00,2024-09-13 15:35:00,BAH/DEL/2024-09-13 11:15:00,BAH/DEL/2024-09-13 11:15:00/BZ804
D043,BAH,EMA,76V,Fri,,47650,442,4,2024-09-13 11:00:00,2024-09-13 18:20:00,BAH/EMA/2024-09-13 11:00:00,BAH/EMA/2024-09-13 11:00:00/D043
D0792,BAH,BRU,76V,Fri,,47650,442,4,2024-09-13 13:00:00,2024-09-13 19:50:00,BAH/BRU/2024-09-13 13:00:00,BAH/BRU/2024-09-13 13:00:00/D0792
ES100,BAH,JED,76V,Fri,,47650,442,4,2024-09-13 03:00:00,2024-09-13 05:40:00,BAH/JED/2024-09-13 03:00:00,BAH/JED/2024-09-13 03:00:00/ES100
ES112,BAH,RUH,76V,Fri,,47650,442,4,2024-09-13 01:25:00,2024-09-13 02:45:00,BAH/RUH/2024-09-13 01:25:00,BAH/RUH/2024-09-13 01:25:00/ES112
D042,BAH,SZX,76V,Fri,,47650,442,4,2024-09-13 10:25:00,2024-09-13 18:30:00,BAH/SZX/2024-09-13 10:25:00,BAH/SZX/2024-09-13 10:25:00/D042
ES128,BAH,DMM,76V,Fri,,47650,442,4,2024-09-13 13:20:00,2024-09-13 14:05:00,BAH/DMM/2024-09-13 13:20:00,BAH/DMM/2024-09-13 13:20:00/ES128
ES170,BAH,KWI,76V,Fri,,47650,442,4,2024-09-13 00:55:00,2024-09-13 02:10:00,BAH/KWI/2024-09-13 00:55:00,BAH/KWI/2024-09-13 00:55:00/ES170
ES265,BAH,DXB,76V,Fri,,47650,442,4,2024-09-13 22:25:00,2024-09-13 23:50:00,BAH/DXB/2024-09-13 22:25:00,BAH/DXB/2024-09-13 22:25:00/ES265
D074,BAH,WUX,76V,Fri,,47650,442,4,2024-09-13 10:20:00,2024-09-13 18:50:00,BAH/WUX/2024-09-13 10:20:00,BAH/WUX/2024-09-13 10:20:00/D074
ES182,BAH,AMM,76V,Fri,,47650,442,4,2024-09-13 13:05:00,2024-09-13 15:55:00,BAH/AMM/2024-09-13 13:05:00,BAH/AMM/2024-09-13 13:05:00/ES182
ES281,BAH,DOH,76V,Fri,,47650,442,4,2024-09-13 22:05:00,2024-09-13 23:00:00,BAH/DOH/2024-09-13 22:05:00,BAH/DOH/2024-09-13 22:05:00/ES281
ES723,BAH,HKG,76V,Fri,,47650,442,4,2024-09-13 07:15:00,2024-09-13 15:20:00,BAH/HKG/2024-09-13 07:15:00,BAH/HKG/2024-09-13 07:15:00/ES723
ES203,BAH,MCT,76V,Fri,,47650,442,4,2024-09-13 12:05:00,2024-09-13 13:55:00,BAH/MCT/2024-09-13 12:05:00,BAH/MCT/2024-09-13 12:05:00/ES203
ES739,BAH,BLR,76V,Fri,,47650,442,4,2024-09-13 12:00:00,2024-09-13 16:20:00,BAH/BLR/2024-09-13 12:00:00,BAH/BLR/2024-09-13 12:00:00/ES739
ES697,BAH,HKG,76V,Fri,,47650,442,4,2024-09-13 10:00:00,2024-09-13 18:05:00,BAH/HKG/2024-09-13 10:00:00,BAH/HKG/2024-09-13 10:00:00/ES697
ES775,BAH,HKG,76V,Fri,,47650,442,4,2024-09-13 11:35:00,2024-09-13 19:40:00,BAH/HKG/2024-09-13 11:35:00,BAH/HKG/2024-09-13 11:35:00/ES775
QY743,BAH,LEJ,76Y,Fri,,47650,442,4,2024-09-13 15:15:00,2024-09-13 21:35:00,BAH/LEJ/2024-09-13 15:15:00,BAH/LEJ/2024-09-13 15:15:00/QY743
3S305,BAH,LEJ,77X,Fri,,77350,645,4,2024-09-13 01:35:00,2024-09-13 07:45:00,BAH/LEJ/2024-09-13 01:35:00,BAH/LEJ/2024-09-13 01:35:00/3S305
3S528,BAH,CAN,77X,Fri,,77350,645,4,2024-09-13 11:40:00,2024-09-13 18:50:00,BAH/CAN/2024-09-13 11:40:00,BAH/CAN/2024-09-13 11:40:00/3S528
QY752,BAH,LEJ,33X,Sat,1.0,51200,427,5,2024-09-14 19:55:00,2024-09-15 02:30:00,BAH/LEJ/2024-09-14 19:55:00,BAH/LEJ/2024-09-14 19:55:00/QY752
BZ804,BAH,DEL,75V,Sat,,23850,199,5,2024-09-14 11:15:00,2024-09-14 15:35:00,BAH/DEL/2024-09-14 11:15:00,BAH/DEL/2024-09-14 11:15:00/BZ804
D041,BAH,EMA,76V,Sat,,47650,442,5,2024-09-14 11:00:00,2024-09-14 18:20:00,BAH/EMA/2024-09-14 11:00:00,BAH/EMA/2024-09-14 11:00:00/D041
ES112,BAH,RUH,76V,Sat,,47650,442,5,2024-09-14 01:25:00,2024-09-14 02:45:00,BAH/RUH/2024-09-14 01:25:00,BAH/RUH/2024-09-14 01:25:00/ES112
D044,BAH,SZX,76V,Sat,,47650,442,5,2024-09-14 10:25:00,2024-09-14 18:30:00,BAH/SZX/2024-09-14 10:25:00,BAH/SZX/2024-09-14 10:25:00/D044
ES128,BAH,DMM,76V,Sat,,47650,442,5,2024-09-14 13:20:00,2024-09-14 14:05:00,BAH/DMM/2024-09-14 13:20:00,BAH/DMM/2024-09-14 13:20:00/ES128
ES170,BAH,KWI,76V,Sat,,47650,442,5,2024-09-14 00:55:00,2024-09-14 02:10:00,BAH/KWI/2024-09-14 00:55:00,BAH/KWI/2024-09-14 00:55:00/ES170
D078,BAH,WUX,76V,Sat,,47650,442,5,2024-09-14 10:20:00,2024-09-14 18:50:00,BAH/WUX/2024-09-14 10:20:00,BAH/WUX/2024-09-14 10:20:00/D078
ES100,BAH,JED,76V,Sat,,47650,442,5,2024-09-14 00:40:00,2024-09-14 03:20:00,BAH/JED/2024-09-14 00:40:00,BAH/JED/2024-09-14 00:40:00/ES100
ES607,BAH,SZX,76V,Sat,,47650,442,5,2024-09-14 10:00:00,2024-09-14 18:00:00,BAH/SZX/2024-09-14 10:00:00,BAH/SZX/2024-09-14 10:00:00/ES607
ES695,BAH,HKG,76V,Sat,,47650,442,5,2024-09-14 10:00:00,2024-09-14 18:05:00,BAH/HKG/2024-09-14 10:00:00,BAH/HKG/2024-09-14 10:00:00/ES695
ES729,BAH,HKG,76V,Sat,,47650,442,5,2024-09-14 12:15:00,2024-09-14 20:20:00,BAH/HKG/2024-09-14 12:15:00,BAH/HKG/2024-09-14 12:15:00/ES729
ES265,BAH,DXB,76V,Sat,,47650,442,5,2024-09-14 22:25:00,2024-09-14 23:50:00,BAH/DXB/2024-09-14 22:25:00,BAH/DXB/2024-09-14 22:25:00/ES265
ES721,BAH,HKG,76V,Sat,,47650,442,5,2024-09-14 07:15:00,2024-09-14 15:20:00,BAH/HKG/2024-09-14 07:15:00,BAH/HKG/2024-09-14 07:15:00/ES721
ES743,BAH,BKK,76V,Sat,,47650,442,5,2024-09-14 08:30:00,2024-09-14 15:30:00,BAH/BKK/2024-09-14 08:30:00,BAH/BKK/2024-09-14 08:30:00/ES743
3S305,BAH,LEJ,77X,Sat,,77350,645,5,2024-09-14 01:35:00,2024-09-14 07:45:00,BAH/LEJ/2024-09-14 01:35:00,BAH/LEJ/2024-09-14 01:35:00/3S305
3S528,BAH,CAN,77X,Sat,,77350,645,5,2024-09-14 11:40:00,2024-09-14 18:50:00,BAH/CAN/2024-09-14 11:40:00,BAH/CAN/2024-09-14 11:40:00/3S528
D0521,BAH,LEJ,77X,Sat,,77350,645,5,2024-09-14 14:40:00,2024-09-14 21:10:00,BAH/LEJ/2024-09-14 14:40:00,BAH/LEJ/2024-09-14 14:40:00/D0521
BZ804,BAH,DEL,75V,Sun,,23850,199,6,2024-09-15 11:15:00,2024-09-15 15:35:00,BAH/DEL/2024-09-15 11:15:00,BAH/DEL/2024-09-15 11:15:00/BZ804
D043,BAH,EMA,76V,Sun,,47650,442,6,2024-09-15 11:45:00,2024-09-15 19:05:00,BAH/EMA/2024-09-15 11:45:00,BAH/EMA/2024-09-15 11:45:00/D043
ES112,BAH,RUH,76V,Sun,,47650,442,6,2024-09-15 01:25:00,2024-09-15 02:45:00,BAH/RUH/2024-09-15 01:25:00,BAH/RUH/2024-09-15 01:25:00/ES112
ES752,BAH,MXP,76V,Sun,,47650,442,6,2024-09-15 13:40:00,2024-09-15 21:00:00,BAH/MXP/2024-09-15 13:40:00,BAH/MXP/2024-09-15 13:40:00/ES752
D076,BAH,WUX,76V,Sun,,47650,442,6,2024-09-15 10:20:00,2024-09-15 18:50:00,BAH/WUX/2024-09-15 10:20:00,BAH/WUX/2024-09-15 10:20:00/D076
ES128,BAH,DMM,76V,Sun,,47650,442,6,2024-09-15 13:20:00,2024-09-15 14:05:00,BAH/DMM/2024-09-15 13:20:00,BAH/DMM/2024-09-15 13:20:00/ES128
ES170,BAH,KWI,76V,Sun,,47650,442,6,2024-09-15 00:55:00,2024-09-15 02:10:00,BAH/KWI/2024-09-15 00:55:00,BAH/KWI/2024-09-15 00:55:00/ES170
ES277,BAH,DWC,76V,Sun,,47650,442,6,2024-09-15 19:35:00,2024-09-15 21:00:00,BAH/DWC/2024-09-15 19:35:00,BAH/DWC/2024-09-15 19:35:00/ES277
D0796,BAH,LEJ,76V,Sun,,47650,442,6,2024-09-15 10:00:00,2024-09-15 16:35:00,BAH/LEJ/2024-09-15 10:00:00,BAH/LEJ/2024-09-15 10:00:00/D0796
ES100,BAH,JED,76V,Sun,,47650,442,6,2024-09-15 00:40:00,2024-09-15 03:20:00,BAH/JED/2024-09-15 00:40:00,BAH/JED/2024-09-15 00:40:00/ES100
ES203,BAH,MCT,76V,Sun,,47650,442,6,2024-09-15 12:05:00,2024-09-15 13:55:00,BAH/MCT/2024-09-15 12:05:00,BAH/MCT/2024-09-15 12:05:00/ES203
ES316,BAH,EBL,76V,Sun,,47650,442,6,2024-09-15 08:05:00,2024-09-15 10:15:00,BAH/EBL/2024-09-15 08:05:00,BAH/EBL/2024-09-15 08:05:00/ES316
ES731,BAH,BLR,76V,Sun,,47650,442,6,2024-09-15 12:00:00,2024-09-15 16:20:00,BAH/BLR/2024-09-15 12:00:00,BAH/BLR/2024-09-15 12:00:00/ES731
ES758,BAH,LEJ,76V,Sun,,47650,442,6,2024-09-15 07:55:00,2024-09-15 15:35:00,BAH/LEJ/2024-09-15 07:55:00,BAH/LEJ/2024-09-15 07:55:00/ES758
3S305,BAH,LEJ,77X,Sun,,77350,645,6,2024-09-15 01:35:00,2024-09-15 07:45:00,BAH/LEJ/2024-09-15 01:35:00,BAH/LEJ/2024-09-15 01:35:00/3S305
QY8032,BCN,LIS,ABY,Sat,,46000,386,5,2024-09-14 07:15:00,2024-09-14 09:05:00,BCN/LIS/2024-09-14 07:15:00,BCN/LIS/2024-09-14 07:15:00/QY8032
D02507,BFS,EMA,76V,Mon,,47650,442,0,2024-09-09 20:25:00,2024-09-09 21:30:00,BFS/EMA/2024-09-09 20:25:00,BFS/EMA/2024-09-09 20:25:00/D02507
D02507,BFS,EMA,76V,Tue,,47650,442,1,2024-09-10 20:25:00,2024-09-10 21:30:00,BFS/EMA/2024-09-10 20:25:00,BFS/EMA/2024-09-10 20:25:00/D02507
D02507,BFS,EMA,76V,Wed,,47650,442,2,2024-09-11 20:25:00,2024-09-11 21:30:00,BFS/EMA/2024-09-11 20:25:00,BFS/EMA/2024-09-11 20:25:00/D02507
D02507,BFS,EMA,76V,Thu,,47650,442,3,2024-09-12 20:25:00,2024-09-12 21:30:00,BFS/EMA/2024-09-12 20:25:00,BFS/EMA/2024-09-12 20:25:00/D02507
D02507,BFS,EMA,76V,Fri,,47650,442,4,2024-09-13 20:25:00,2024-09-13 21:30:00,BFS/EMA/2024-09-13 20:25:00,BFS/EMA/2024-09-13 20:25:00/D02507
D0794,BFS,EMA,76V,Sat,,47650,442,5,2024-09-14 08:30:00,2024-09-14 09:30:00,BFS/EMA/2024-09-14 08:30:00,BFS/EMA/2024-09-14 08:30:00/D0794
3S586,BKK,SZX,77X,Mon,,77350,645,0,2024-09-09 16:40:00,2024-09-09 19:25:00,BKK/SZX/2024-09-09 16:40:00,BKK/SZX/2024-09-09 16:40:00/3S586
SQ7430,BKK,ICN,77X,Mon,,77350,645,0,2024-09-09 08:40:00,2024-09-09 14:00:00,BKK/ICN/2024-09-09 08:40:00,BKK/ICN/2024-09-09 08:40:00/SQ7430
3S531,BKK,BLR,77X,Tue,,77350,645,1,2024-09-10 01:00:00,2024-09-10 04:45:00,BKK/BLR/2024-09-10 01:00:00,BKK/BLR/2024-09-10 01:00:00/3S531
3S586,BKK,SZX,77X,Tue,,77350,645,1,2024-09-10 16:40:00,2024-09-10 19:25:00,BKK/SZX/2024-09-10 16:40:00,BKK/SZX/2024-09-10 16:40:00/3S586
SQ7440,BKK,ICN,77X,Tue,,77350,645,1,2024-09-10 07:25:00,2024-09-10 12:45:00,BKK/ICN/2024-09-10 07:25:00,BKK/ICN/2024-09-10 07:25:00/SQ7440
3S531,BKK,BLR,77X,Wed,,77350,645,2,2024-09-11 01:00:00,2024-09-11 04:45:00,BKK/BLR/2024-09-11 01:00:00,BKK/BLR/2024-09-11 01:00:00/3S531
