Flight Number,Orig,Dest,A/C,Weekday_Z,DD_Z,Net Payload,Net Volume,Weekday_num,deptime,arrtime,key,key+
D0791,BRU,BAH,76V,Sat,,47650,442,5,2024-09-14 06:00:00,2024-09-14 12:35:00,BRU/BAH/2024-09-14 06:00:00,BRU/BAH/2024-09-14 06:00:00/D0791
D054,BRU,PVG,77X,Sat,,77350,645,5,2024-09-14 05:30:00,2024-09-14 18:15:00,BRU/PVG/2024-09-14 05:30:00,BRU/PVG/2024-09-14 05:30:00/D054
QY81,BRU,LOS,ABY,Sat,,46000,386,5,2024-09-14 07:20:00,2024-09-14 13:55:00,BRU/LOS/2024-09-14 07:20:00,BRU/LOS/2024-09-14 07:20:00/QY81
QY85,BRU,LOS,ABY,Sat,1.0,46000,386,5,2024-09-14 18:25:00,2024-09-15 01:00:00,BRU/LOS/2024-09-14 18:25:00,BRU/LOS/2024-09-14 18:25:00/QY85
QY926,BRU,CMN,ABY,Sat,,46000,386,5,2024-09-14 04:50:00,2024-09-14 08:25:00,BRU/CMN/2024-09-14 04:50:00,BRU/CMN/2024-09-14 04:50:00/QY926
QY6740,BRU,EMA,ABY,Sat,,46000,386,5,2024-09-14 13:40:00,2024-09-14 14:50:00,BRU/EMA/2024-09-14 13:40:00,BRU/EMA/2024-09-14 13:40:00/QY6740
QY117,BRU,LEJ,33Y,Sun,,49650,509,6,2024-09-15 08:45:00,2024-09-15 10:00:00,BRU/LEJ/2024-09-15 08:45:00,BRU/LEJ/2024-09-15 08:45:00/QY117
D0940,BRU,CVG,76V,Sun,,47650,442,6,2024-09-15 12:55:00,2024-09-15 22:25:00,BRU/CVG/2024-09-15 12:55:00,BRU/CVG/2024-09-15 12:55:00/D0940
QY81,BRU,LOS,ABY,Sun,1.0,46000,386,6,2024-09-15 22:10:00,2024-09-16 04:45:00,BRU/LOS/2024-09-15 22:10:00,BRU/LOS/2024-09-15 22:10:00/QY81
QY121,BRU,LEJ,ABY,Sun,,46000,386,6,2024-09-15 16:00:00,2024-09-15 17:15:00,BRU/LEJ/2024-09-15 16:00:00,BRU/LEJ/2024-09-15 16:00:00/QY121
QY123,BRU,LEJ,ABY,Sun,,46000,386,6,2024-09-15 20:55:00,2024-09-15 22:10:00,BRU/LEJ/2024-09-15 20:55:00,BRU/LEJ/2024-09-15 20:55:00/QY123
QY412,BRU,MXP,ABY,Sun,,46000,386,6,2024-09-15 20:10:00,2024-09-15 21:35:00,BRU/MXP/2024-09-15 20:10:00,BRU/MXP/2024-09-15 20:10:00/QY412
QY119,BRU,LEJ,ABY,Sun,,46000,386,6,2024-09-15 12:30:00,2024-09-15 13:45:00,BRU/LEJ/2024-09-15 12:30:00,BRU/LEJ/2024-09-15 12:30:00/QY119
QY452,BRU,EMA,ABY,Sun,,46000,386,6,2024-09-15 19:50:00,2024-09-15 21:00:00,BRU/EMA/2024-09-15 19:50:00,BRU/EMA/2024-09-15 19:50:00/QY452
QY6100,BRU,LIS,ABY,Sun,,46000,386,6,2024-09-15 12:15:00,2024-09-15 15:00:00,BRU/LIS/2024-09-15 12:15:00,BRU/LIS/2024-09-15 12:15:00/QY6100
QY4911,BSL,LEJ,76Y,Mon,,47650,442,0,2024-09-09 21:45:00,2024-09-09 23:05:00,BSL/LEJ/2024-09-09 21:45:00,BSL/LEJ/2024-09-09 21:45:00/QY4911
QY4911,BSL,LEJ,76Y,Tue,,47650,442,1,2024-09-10 21:45:00,2024-09-10 23:05:00,BSL/LEJ/2024-09-10 21:45:00,BSL/LEJ/2024-09-10 21:45:00/QY4911
QY4911,BSL,LEJ,ABY,Wed,,46000,386,2,2024-09-11 21:45:00,2024-09-11 23:05:00,BSL/LEJ/2024-09-11 21:45:00,BSL/LEJ/2024-09-11 21:45:00/QY4911
QY4911,BSL,LEJ,ABY,Thu,,46000,386,3,2024-09-12 21:45:00,2024-09-12 23:05:00,BSL/LEJ/2024-09-12 21:45:00,BSL/LEJ/2024-09-12 21:45:00/QY4911
QY4911,BSL,LEJ,ABY,Fri,,46000,386,4,2024-09-13 21:45:00,2024-09-13 23:05:00,BSL/LEJ/2024-09-13 21:45:00,BSL/LEJ/2024-09-13 21:45:00/QY4911
QY4913,BSL,LEJ,ABY,Sat,,46000,386,5,2024-09-14 19:40:00,2024-09-14 21:00:00,BSL/LEJ/2024-09-14 19:40:00,BSL/LEJ/2024-09-14 19:40:00/QY4913
QY7,BUD,LEJ,ABY,Sun,,46000,386,6,2024-09-15 19:35:00,2024-09-15 21:05:00,BUD/LEJ/2024-09-15 19:35:00,BUD/LEJ/2024-09-15 19:35:00/QY7
GB588,BWI,BOS,76Y,Mon,,47650,442,0,2024-09-09 09:45:00,2024-09-09 11:15:00,BWI/BOS/2024-09-09 09:45:00,BWI/BOS/2024-09-09 09:45:00/GB588
GB188,BWI,CVG,76Y,Tue,,47650,442,1,2024-09-10 05:10:00,2024-09-10 07:00:00,BWI/CVG/2024-09-10 05:10:00,BWI/CVG/2024-09-10 05:10:00/GB188
GB588,BWI,BOS,76Y,Tue,,47650,442,1,2024-09-10 13:46:00,2024-09-10 15:16:00,BWI/BOS/2024-09-10 13:46:00,BWI/BOS/2024-09-10 13:46:00/GB588
GB188,BWI,CVG,76Y,Wed,,47650,442,2,2024-09-11 05:10:00,2024-09-11 07:00:00,BWI/CVG/2024-09-11 05:10:00,BWI/CVG/2024-09-11 05:10:00/GB188
GB588,BWI,BOS,76Y,Wed,,47650,442,2,2024-09-11 13:46:00,2024-09-11 15:16:00,BWI/BOS/2024-09-11 13:46:00,BWI/BOS/2024-09-11 13:46:00/GB588
GB188,BWI,CVG,76Y,Thu,,47650,442,3,2024-09-12 05:10:00,2024-09-12 07:00:00,BWI/CVG/2024-09-12 05:10:00,BWI/CVG/2024-09-12 05:10:00/GB188
GB588,BWI,BOS,76Y,Thu,,47650,442,3,2024-09-12 13:46:00,2024-09-12 15:16:00,BWI/BOS/2024-09-12 13:46:00,BWI/BOS/2024-09-12 13:46:00/GB588
GB188,BWI,CVG,76Y,Fri,,47650,442,4,2024-09-13 05:10:00,2024-09-13 07:00:00,BWI/CVG/2024-09-13 05:10:00,BWI/CVG/2024-09-13 05:10:00/GB188
GB588,BWI,BOS,76Y,Fri,,47650,442,4,2024-09-13 13:46:00,2024-09-13 15:16:00,BWI/BOS/2024-09-13 13:46:00,BWI/BOS/2024-09-13 13:46:00/GB588
GB188,BWI,CVG,76Y,Sat,,47650,442,5,2024-09-14 05:10:00,2024-09-14 07:00:00,BWI/CVG/2024-09-14 05:10:00,BWI/CVG/2024-09-14 05:10:00/GB188
ES195,CAI,BAH,76V,Tue,,47650,442,1,2024-09-10 20:30:00,2024-09-10 23:15:00,CAI/BAH/2024-09-10 20:30:00,CAI/BAH/2024-09-10 20:30:00/ES195
ES195,CAI,BAH,76V,Fri,,47650,442,4,2024-09-13 20:30:00,2024-09-13 23:15:00,CAI/BAH/2024-09-13 20:30:00,CAI/BAH/2024-09-13 20:30:00/ES195
3S529,CAN,ANC,77X,Mon,1.0,77350,645,0,2024-09-09 20:50:00,2024-09-10 06:30:00,CAN/ANC/2024-09-09 20:50:00,CAN/ANC/2024-09-09 20:50:00/3S529
3S529,CAN,ANC,77X,Tue,1.0,77350,645,1,2024-09-10 20:50:00,2024-09-11 06:30:00,CAN/ANC/2024-09-10 20:50:00,CAN/ANC/2024-09-10 20:50:00/3S529
3S529,CAN,ANC,77X,Wed,1.0,77350,645,2,2024-09-11 20:50:00,2024-09-12 06:30:00,CAN/ANC/2024-09-11 20:50:00,CAN/ANC/2024-09-11 20:50:00/3S529
3S529,CAN,ANC,77X,Thu,1.0,77350,645,3,2024-09-12 20:50:00,2024-09-13 06:30:00,CAN/ANC/2024-09-12 20:50:00,CAN/ANC/2024-09-12 20:50:00/3S529
3S529,CAN,ANC,77X,Fri,1.0,77350,645,4,2024-09-13 20:50:00,2024-09-14 06:30:00,CAN/ANC/2024-09-13 20:50:00,CAN/ANC/2024-09-13 20:50:00/3S529
3S529,CAN,ANC,77X,Sat,1.0,77350,645,5,2024-09-14 20:50:00,2024-09-15 06:30:00,CAN/ANC/2024-09-14 20:50:00,CAN/ANC/2024-09-14 20:50:00/3S529
QY532,CDG,DWC,33X,Mon,1.0,51200,427,0,2024-09-09 21:55:00,2024-09-10 05:05:00,CDG/DWC/2024-09-09 21:55:00,CDG/DWC/2024-09-09 21:55:00/QY532
QY1263,CDG,LEJ,ABY,Mon,1.0,46000,386,0,2024-09-09 22:45:00,2024-09-10 00:20:00,CDG/LEJ/2024-09-09 22:45:00,CDG/LEJ/2024-09-09 22:45:00/QY1263
QY534,CDG,DWC,33X,Tue,1.0,51200,427,1,2024-09-10 21:55:00,2024-09-11 05:05:00,CDG/DWC/2024-09-10 21:55:00,CDG/DWC/2024-09-10 21:55:00/QY534
QY1263,CDG,LEJ,ABY,Tue,1.0,46000,386,1,2024-09-10 22:45:00,2024-09-11 00:20:00,CDG/LEJ/2024-09-10 22:45:00,CDG/LEJ/2024-09-10 22:45:00/QY1263
QY1261,CDG,LEJ,ABY,Tue,,46000,386,1,2024-09-10 22:15:00,2024-09-10 23:50:00,CDG/LEJ/2024-09-10 22:15:00,CDG/LEJ/2024-09-10 22:15:00/QY1261
QY532,CDG,DWC,33X,Wed,1.0,51200,427,2,2024-09-11 21:55:00,2024-09-12 05:05:00,CDG/DWC/2024-09-11 21:55:00,CDG/DWC/2024-09-11 21:55:00/QY532
QY1263,CDG,LEJ,ABY,Wed,1.0,46000,386,2,2024-09-11 22:45:00,2024-09-12 00:20:00,CDG/LEJ/2024-09-11 22:45:00,CDG/LEJ/2024-09-11 22:45:00/QY1263
QY534,CDG,DWC,33X,Thu,1.0,51200,427,3,2024-09-12 21:55:00,2024-09-13 05:05:00,CDG/DWC/2024-09-12 21:55:00,CDG/DWC/2024-09-12 21:55:00/QY534
QY1263,CDG,LEJ,ABY,Thu,1.0,46000,386,3,2024-09-12 22:45:00,2024-09-13 00:20:00,CDG/LEJ/2024-09-12 22:45:00,CDG/LEJ/2024-09-12 22:45:00/QY1263
QY1261,CDG,LEJ,ABY,Thu,,46000,386,3,2024-09-12 22:15:00,2024-09-12 23:50:00,CDG/LEJ/2024-09-12 22:15:00,CDG/LEJ/2024-09-12 22:15:00/QY1261
QY532,CDG,DWC,33X,Fri,1.0,51200,427,4,2024-09-13 21:55:00,2024-09-14 05:05:00,CDG/DWC/2024-09-13 21:55:00,CDG/DWC/2024-09-13 21:55:00/QY532
QY1261,CDG,LEJ,ABY,Fri,,46000,386,4,2024-09-13 22:15:00,2024-09-13 23:50:00,CDG/LEJ/2024-09-13 22:15:00,CDG/LEJ/2024-09-13 22:15:00/QY1261
QY1265,CDG,LEJ,ABY,Fri,,46000,386,4,2024-09-13 20:40:00,2024-09-13 22:15:00,CDG/LEJ/2024-09-13 20:40:00,CDG/LEJ/2024-09-13 20:40:00/QY1265
QY207,CDG,BRU,ABY,Sat,,46000,386,5,2024-09-14 06:45:00,2024-09-14 07:45:00,CDG/BRU/2024-09-14 06:45:00,CDG/BRU/2024-09-14 06:45:00/QY207
QY6778,CDG,LHR,ABY,Sat,,46000,386,5,2024-09-14 21:20:00,2024-09-14 22:35:00,CDG/LHR/2024-09-14 21:20:00,CDG/LHR/2024-09-14 21:20:00/QY6778
QY167,CGN,LEJ,33X,Tue,,51200,427,1,2024-09-10 22:05:00,2024-09-10 23:10:00,CGN/LEJ/2024-09-10 22:05:00,CGN/LEJ/2024-09-10 22:05:00/QY167
QY167,CGN,LEJ,33X,Wed,,51200,427,2,2024-09-11 22:05:00,2024-09-11 23:10:00,CGN/LEJ/2024-09-11 22:05:00,CGN/LEJ/2024-09-11 22:05:00/QY167
QY167,CGN,LEJ,33X,Thu,,51200,427,3,2024-09-12 22:05:00,2024-09-12 23:10:00,CGN/LEJ/2024-09-12 22:05:00,CGN/LEJ/2024-09-12 22:05:00/QY167
QY169,CGN,LEJ,33X,Fri,1.0,51200,427,4,2024-09-13 23:10:00,2024-09-14 00:15:00,CGN/LEJ/2024-09-13 23:10:00,CGN/LEJ/2024-09-13 23:10:00/QY169
K4815,CGO,ANC,74Y,Mon,1.0,87050,725,0,2024-09-09 23:00:00,2024-09-10 08:40:00,CGO/ANC/2024-09-09 23:00:00,CGO/ANC/2024-09-09 23:00:00/K4815
K4811,CGO,ANC,74Y,Wed,1.0,87050,725,2,2024-09-11 23:00:00,2024-09-12 08:40:00,CGO/ANC/2024-09-11 23:00:00,CGO/ANC/2024-09-11 23:00:00/K4811
K4813,CGO,ANC,74Y,Sat,1.0,87050,725,5,2024-09-14 23:00:00,2024-09-15 08:40:00,CGO/ANC/2024-09-14 23:00:00,CGO/ANC/2024-09-14 23:00:00/K4813
QY7079,CIA,LEJ,ABY,Mon,,46000,386,0,2024-09-09 20:40:00,2024-09-09 22:45:00,CIA/LEJ/2024-09-09 20:40:00,CIA/LEJ/2024-09-09 20:40:00/QY7079
QY7079,CIA,LEJ,ABY,Tue,,46000,386,1,2024-09-10 20:40:00,2024-09-10 22:45:00,CIA/LEJ/2024-09-10 20:40:00,CIA/LEJ/2024-09-10 20:40:00/QY7079
QY7079,CIA,LEJ,ABY,Wed,,46000,386,2,2024-09-11 20:40:00,2024-09-11 22:45:00,CIA/LEJ/2024-09-11 20:40:00,CIA/LEJ/2024-09-11 20:40:00/QY7079
QY7079,CIA,LEJ,ABY,Thu,,46000,386,3,2024-09-12 20:40:00,2024-09-12 22:45:00,CIA/LEJ/2024-09-12 20:40:00,CIA/LEJ/2024-09-12 20:40:00/QY7079
QY7079,CIA,LEJ,ABY,Fri,,46000,386,4,2024-09-13 20:40:00,2024-09-13 22:45:00,CIA/LEJ/2024-09-13 20:40:00,CIA/LEJ/2024-09-13 20:40:00/QY7079
QY926,CMN,DSS,ABY,Sat,,46000,386,5,2024-09-14 09:55:00,2024-09-14 13:30:00,CMN/DSS/2024-09-14 09:55:00,CMN/DSS/2024-09-14 09:55:00/QY926
QY927,CMN,BRU,ABY,Sun,,46000,386,6,2024-09-15 09:20:00,2024-09-15 12:25:00,CMN/BRU/2024-09-15 09:20:00,CMN/BRU/2024-09-15 09:20:00/QY927
QY419,CPH,BRU,ABY,Mon,1.0,46000,386,0,2024-09-09 22:40:00,2024-09-10 00:10:00,CPH/BRU/2024-09-09 22:40:00,CPH/BRU/2024-09-09 22:40:00/QY419
QY3264,CPH,GOT,ABY,Mon,,46000,386,0,2024-09-09 03:00:00,2024-09-09 03:50:00,CPH/GOT/2024-09-09 03:00:00,CPH/GOT/2024-09-09 03:00:00/QY3264
QY177,CPH,LEJ,ABY,Mon,,46000,386,0,2024-09-09 22:20:00,2024-09-09 23:35:00,CPH/LEJ/2024-09-09 22:20:00,CPH/LEJ/2024-09-09 22:20:00/QY177
QY3316,CPH,OSL,ABY,Mon,,46000,386,0,2024-09-09 01:30:00,2024-09-09 02:45:00,CPH/OSL/2024-09-09 01:30:00,CPH/OSL/2024-09-09 01:30:00/QY3316
QY419,CPH,BRU,ABY,Tue,1.0,46000,386,1,2024-09-10 22:40:00,2024-09-11 00:10:00,CPH/BRU/2024-09-10 22:40:00,CPH/BRU/2024-09-10 22:40:00/QY419
QY3316,CPH,OSL,ABY,Tue,,46000,386,1,2024-09-10 05:05:00,2024-09-10 06:15:00,CPH/OSL/2024-09-10 05:05:00,CPH/OSL/2024-09-10 05:05:00/QY3316
QY177,CPH,LEJ,ABY,Tue,,46000,386,1,2024-09-10 22:20:00,2024-09-10 23:35:00,CPH/LEJ/2024-09-10 22:20:00,CPH/LEJ/2024-09-10 22:20:00/QY177
QY3264,CPH,GOT,ABY,Tue,,46000,386,1,2024-09-10 04:55:00,2024-09-10 05:45:00,CPH/GOT/2024-09-10 04:55:00,CPH/GOT/2024-09-10 04:55:00/QY3264
QY419,CPH,BRU,ABY,Wed,1.0,46000,386,2,2024-09-11 22:40:00,2024-09-12 00:10:00,CPH/BRU/2024-09-11 22:40:00,CPH/BRU/2024-09-11 22:40:00/QY419
QY3316,CPH,OSL,ABY,Wed,,46000,386,2,2024-09-11 05:05:00,2024-09-11 06:15:00,CPH/OSL/2024-09-11 05:05:00,CPH/OSL/2024-09-11 05:05:00/QY3316
QY177,CPH,LEJ,ABY,Wed,,46000,386,2,2024-09-11 22:20:00,2024-09-11 23:35:00,CPH/LEJ/2024-09-11 22:20:00,CPH/LEJ/2024-09-11 22:20:00/QY177
QY3264,CPH,GOT,ABY,Wed,,46000,386,2,2024-09-11 04:55:00,2024-09-11 05:45:00,CPH/GOT/2024-09-11 04:55:00,CPH/GOT/2024-09-11 04:55:00/QY3264
QY419,CPH,BRU,ABY,Thu,1.0,46000,386,3,2024-09-12 22:40:00,2024-09-13 00:10:00,CPH/BRU/2024-09-12 22:40:00,CPH/BRU/2024-09-12 22:40:00/QY419
QY3316,CPH,OSL,ABY,Thu,,46000,386,3,2024-09-12 05:05:00,2024-09-12 06:15:00,CPH/OSL/2024-09-12 05:05:00,CPH/OSL/2024-09-12 05:05:00/QY3316
QY177,CPH,LEJ,ABY,Thu,,46000,386,3,2024-09-12 22:20:00,2024-09-12 23:35:00,CPH/LEJ/2024-09-12 22:20:00,CPH/LEJ/2024-09-12 22:20:00/QY177
QY3264,CPH,GOT,ABY,Thu,,46000,386,3,2024-09-12 04:55:00,2024-09-12 05:45:00,CPH/GOT/2024-09-12 04:55:00,CPH/GOT/2024-09-12 04:55:00/QY3264
QY177,CPH,LEJ,ABY,Fri,,46000,386,4,2024-09-13 22:40:00,2024-09-13 23:55:00,CPH/LEJ/2024-09-13 22:40:00,CPH/LEJ/2024-09-13 22:40:00/QY177
QY3316,CPH,OSL,ABY,Fri,,46000,386,4,2024-09-13 05:05:00,2024-09-13 06:15:00,CPH/OSL/2024-09-13 05:05:00,CPH/OSL/2024-09-13 05:05:00/QY3316
QY3264,CPH,GOT,ABY,Fri,,46000,386,4,2024-09-13 04:55:00,2024-09-13 05:45:00,CPH/GOT/2024-09-13 04:55:00,CPH/GOT/2024-09-13 04:55:00/QY3264
KF377,CVG,LEJ,33X,Mon,,51200,427,0,2024-09-09 01:20:00,2024-09-09 09:30:00,CVG/LEJ/2024-09-09 01:20:00,CVG/LEJ/2024-09-09 01:20:00/KF377
PO937,CVG,ICN,74N,Mon,1.0,102300,853,0,2024-09-09 13:20:00,2024-09-10 04:45:00,CVG/ICN/2024-09-09 13:20:00,CVG/ICN/2024-09-09 13:20:00/PO937
K4616,CVG,ICN,74Y,Mon,1.0,87050,725,0,2024-09-09 23:00:00,2024-09-10 14:50:00,CVG/ICN/2024-09-09 23:00:00,CVG/ICN/2024-09-09 23:00:00/K4616
D0375,CVG,BRU,76V,Mon,,47650,442,0,2024-09-09 12:35:00,2024-09-09 20:45:00,CVG/BRU/2024-09-09 12:35:00,CVG/BRU/2024-09-09 12:35:00/D0375
D0317,CVG,LEJ,76V,Mon,,47650,442,0,2024-09-09 11:35:00,2024-09-09 20:15:00,CVG/LEJ/2024-09-09 11:35:00,CVG/LEJ/2024-09-09 11:35:00/D0317
GB480,CVG,JFK,76Y,Mon,1.0,47650,442,0,2024-09-09 23:03:00,2024-09-10 01:03:00,CVG/JFK/2024-09-09 23:03:00,CVG/JFK/2024-09-09 23:03:00/GB480
GB797,CVG,ORD,76Y,Mon,,47650,442,0,2024-09-09 10:00:00,2024-09-09 11:25:00,CVG/ORD/2024-09-09 10:00:00,CVG/ORD/2024-09-09 10:00:00/GB797
GB880,CVG,LAX,76Y,Mon,1.0,47650,442,0,2024-09-09 20:00:00,2024-09-10 00:50:00,CVG/LAX/2024-09-09 20:00:00,CVG/LAX/2024-09-09 20:00:00/GB880
W8952,CVG,NLU,76Y,Mon,,47650,442,0,2024-09-09 10:50:00,2024-09-09 15:00:00,CVG/NLU/2024-09-09 10:50:00,CVG/NLU/2024-09-09 10:50:00/W8952
GB507,CVG,HRL,76Y,Mon,,47650,442,0,2024-09-09 07:10:00,2024-09-09 10:30:00,CVG/HRL/2024-09-09 07:10:00,CVG/HRL/2024-09-09 07:10:00/GB507
GB901,CVG,PTY,76Y,Mon,,47650,442,0,2024-09-09 08:55:00,2024-09-09 13:40:00,CVG/PTY/2024-09-09 08:55:00,CVG/PTY/2024-09-09 08:55:00/GB901
W8371,CVG,EMA,76Y,Mon,,47650,442,0,2024-09-09 10:00:00,2024-09-09 17:30:00,CVG/EMA/2024-09-09 10:00:00,CVG/EMA/2024-09-09 10:00:00/W8371
GB502,CVG,DFW,76Y,Mon,,47650,442,0,2024-09-09 08:48:00,2024-09-09 11:23:00,CVG/DFW/2024-09-09 08:48:00,CVG/DFW/2024-09-09 08:48:00/GB502
GB588,CVG,BWI,76Y,Mon,,47650,442,0,2024-09-09 07:05:00,2024-09-09 08:45:00,CVG/BWI/2024-09-09 07:05:00,CVG/BWI/2024-09-09 07:05:00/GB588
W8924,CVG,GDL,76Y,Mon,,47650,442,0,2024-09-09 08:53:00,2024-09-09 13:18:00,CVG/GDL/2024-09-09 08:53:00,CVG/GDL/2024-09-09 08:53:00/W8924
GB599,CVG,MCO,76Y,Mon,,47650,442,0,2024-09-09 07:00:00,2024-09-09 09:15:00,CVG/MCO/2024-09-09 07:00:00,CVG/MCO/2024-09-09 07:00:00/GB599
W8991,CVG,YMX,76Y,Mon,,47650,442,0,2024-09-09 08:50:00,2024-09-09 10:50:00,CVG/YMX/2024-09-09 08:50:00,CVG/YMX/2024-09-09 08:50:00/W8991
GB552,CVG,JFK,76Y,Mon,,47650,442,0,2024-09-09 05:31:00,2024-09-09 07:31:00,CVG/JFK/2024-09-09 05:31:00,CVG/JFK/2024-09-09 05:31:00/GB552
W8911,CVG,YHM,76Y,Mon,,47650,442,0,2024-09-09 07:30:00,2024-09-09 08:50:00,CVG/YHM/2024-09-09 07:30:00,CVG/YHM/2024-09-09 07:30:00/W8911
GB803,CVG,LAX,76Y,Mon,,47650,442,0,2024-09-09 05:28:00,2024-09-09 10:18:00,CVG/LAX/2024-09-09 05:28:00,CVG/LAX/2024-09-09 05:28:00/GB803
W81926,CVG,YVR,76Y,Mon,,47650,442,0,2024-09-09 05:30:00,2024-09-09 10:30:00,CVG/YVR/2024-09-09 05:30:00,CVG/YVR/2024-09-09 05:30:00/W81926
2I925,CVG,MIA,76Y,Mon,,47650,442,0,2024-09-09 05:15:00,2024-09-09 07:50:00,CVG/MIA/2024-09-09 05:15:00,CVG/MIA/2024-09-09 05:15:00/2I925
GB520,CVG,IAH,76Y,Mon,,47650,442,0,2024-09-09 05:20:00,2024-09-09 08:00:00,CVG/IAH/2024-09-09 05:20:00,CVG/IAH/2024-09-09 05:20:00/GB520
GB845,CVG,SJU,76Y,Mon,,47650,442,0,2024-09-09 05:18:00,2024-09-09 09:13:00,CVG/SJU/2024-09-09 05:18:00,CVG/SJU/2024-09-09 05:18:00/GB845
GB510,CVG,ATL,76Y,Mon,,47650,442,0,2024-09-09 05:17:00,2024-09-09 06:52:00,CVG/ATL/2024-09-09 05:17:00,CVG/ATL/2024-09-09 05:17:00/GB510
GB450,CVG,ATL,76Y,Mon,,47650,442,0,2024-09-09 03:15:00,2024-09-09 04:50:00,CVG/ATL/2024-09-09 03:15:00,CVG/ATL/2024-09-09 03:15:00/GB450
GB583,CVG,MIA,76Y,Mon,,47650,442,0,2024-09-09 03:00:00,2024-09-09 05:35:00,CVG/MIA/2024-09-09 03:00:00,CVG/MIA/2024-09-09 03:00:00/GB583
GB1502,CVG,DFW,76Y,Mon,,47650,442,0,2024-09-09 01:00:00,2024-09-09 03:35:00,CVG/DFW/2024-09-09 01:00:00,CVG/DFW/2024-09-09 01:00:00/GB1502
3S395,CVG,LEJ,77X,Mon,1.0,77350,645,0,2024-09-09 16:30:00,2024-09-10 00:45:00,CVG/LEJ/2024-09-09 16:30:00,CVG/LEJ/2024-09-09 16:30:00/3S395
3S399,CVG,FRA,77X,Mon,1.0,77350,645,0,2024-09-09 20:00:00,2024-09-10 04:15:00,CVG/FRA/2024-09-09 20:00:00,CVG/FRA/2024-09-09 20:00:00/3S399
D02,CVG,NGO,77X,Mon,1.0,77350,645,0,2024-09-09 12:00:00,2024-09-10 02:45:00,CVG/NGO/2024-09-09 12:00:00,CVG/NGO/2024-09-09 12:00:00/D02
D0393,CVG,EMA,77X,Mon,,77350,645,0,2024-09-09 14:45:00,2024-09-09 22:05:00,CVG/EMA/2024-09-09 14:45:00,CVG/EMA/2024-09-09 14:45:00/D0393
K4206,CVG,LEJ,77X,Mon,,77350,645,0,2024-09-09 12:00:00,2024-09-09 20:15:00,CVG/LEJ/2024-09-09 12:00:00,CVG/LEJ/2024-09-09 12:00:00/K4206
K4226,CVG,ICN,77X,Mon,1.0,77350,645,0,2024-09-09 23:15:00,2024-09-10 15:05:00,CVG/ICN/2024-09-09 23:15:00,CVG/ICN/2024-09-09 23:15:00/K4226
PO956,CVG,ANC,77X,Mon,,77350,645,0,2024-09-09 05:35:00,2024-09-09 12:50:00,CVG/ANC/2024-09-09 05:35:00,CVG/ANC/2024-09-09 05:35:00/PO956
SQ7433,CVG,LAX,77X,Mon,,77350,645,0,2024-09-09 08:55:00,2024-09-09 13:50:00,CVG/LAX/2024-09-09 08:55:00,CVG/LAX/2024-09-09 08:55:00/SQ7433
K4216,CVG,ICN,77X,Mon,,77350,645,0,2024-09-09 04:45:00,2024-09-09 20:35:00,CVG/ICN/2024-09-09 04:45:00,CVG/ICN/2024-09-09 04:45:00/K4216
KF277,CVG,BRU,33X,Tue,,51200,427,1,2024-09-10 10:05:00,2024-09-10 18:15:00,CVG/BRU/2024-09-10 10:05:00,CVG/BRU/2024-09-10 10:05:00/KF277
QY373,CVG,MXP,33Y,Tue,1.0,49650,509,1,2024-09-10 17:50:00,2024-09-11 02:40:00,CVG/MXP/2024-09-10 17:50:00,CVG/MXP/2024-09-10 17:50:00/QY373
PO751,CVG,NRT,74N,Tue,1.0,102300,853,1,2024-09-10 19:00:00,2024-09-11 09:00:00,CVG/NRT/2024-09-10 19:00:00,CVG/NRT/2024-09-10 19:00:00/PO751
K4626,CVG,ANC,74Y,Tue,,87050,725,1,2024-09-10 05:50:00,2024-09-10 12:55:00,CVG/ANC/2024-09-10 05:50:00,CVG/ANC/2024-09-10 05:50:00/K4626
K4676,CVG,ANC,74Y,Tue,,87050,725,1,2024-09-10 00:30:00,2024-09-10 07:30:00,CVG/ANC/2024-09-10 00:30:00,CVG/ANC/2024-09-10 00:30:00/K4676
D01,CVG,BRU,76V,Tue,,47650,442,1,2024-09-10 12:35:00,2024-09-10 20:45:00,CVG/BRU/2024-09-10 12:35:00,CVG/BRU/2024-09-10 12:35:00/D01
2I925,CVG,MCO,76Y,Tue,,47650,442,1,2024-09-10 11:51:00,2024-09-10 14:06:00,CVG/MCO/2024-09-10 11:51:00,CVG/MCO/2024-09-10 11:51:00/2I925
GB480,CVG,JFK,76Y,Tue,1.0,47650,442,1,2024-09-10 23:33:00,2024-09-11 01:33:00,CVG/JFK/2024-09-10 23:33:00,CVG/JFK/2024-09-10 23:33:00/GB480
GB599,CVG,MIA,76Y,Tue,1.0,47650,442,1,2024-09-10 21:30:00,2024-09-11 00:05:00,CVG/MIA/2024-09-10 21:30:00,CVG/MIA/2024-09-10 21:30:00/GB599
GB810,CVG,LAX,76Y,Tue,,47650,442,1,2024-09-10 17:00:00,2024-09-10 21:50:00,CVG/LAX/2024-09-10 17:00:00,CVG/LAX/2024-09-10 17:00:00/GB810
GB880,CVG,LAX,76Y,Tue,1.0,47650,442,1,2024-09-10 20:00:00,2024-09-11 00:50:00,CVG/LAX/2024-09-10 20:00:00,CVG/LAX/2024-09-10 20:00:00/GB880
